Year,Plant State,AER Fuel Code,Net Generation MWh
2004,NM,WOO,0.0
2004,NM,ORW,0.0
2004,NM,WWW,0.0
2004,NM,WND,0.015587719686801983
2004,NM,OOG,0.0
2004,NM,OTH,0.0
2004,NM,WOC,0.0
2004,NY,HYC,0.17997054334503162
2004,NY,NG,0.16398838498530693
2004,NY,COL,0.17149149046844678
2004,NY,DFO,0.005923392700077483
2004,NY,NUC,0.30502912376459623
2004,NY,RFO,0.15039826213350208
2004,NY,MLG,0.009585178884385336
2004,NY,PC,0.0016342052915336682
2004,NY,SUN,0.0
2004,NY,HPS,0.0
2004,NY,GEO,0.0
2004,NY,WOO,0.0006883511555234537
2004,NY,ORW,0.00015779681778039118
2004,NY,WWW,0.0037312449369431913
2004,NY,WND,0.0007329350504101865
2004,NY,OOG,0.0
2004,NY,OTH,0.006637747157872327
2004,NY,WOC,3.134330859084237e-05
2004,WA,HYC,0.7178010313223223
2004,WA,NG,0.0662224095288688
2004,WA,COL,0.10441337387204414
2004,WA,DFO,0.00024195114500764772
2004,WA,NUC,0.09009199758780216
2004,WA,RFO,0.00018245052598855164
2004,WA,MLG,0.0016424933915561001
2004,WA,PC,0.0
2004,WA,SUN,0.0
2004,WA,HPS,0.0
2004,WA,GEO,0.0
2004,WA,WOO,0.0004361625046004928
2004,WA,ORW,0.0002176631183042518
2004,WA,WWW,0.013936754395805075
2004,WA,WND,0.0015300602394979345
2004,WA,OOG,0.00261295491536973
2004,WA,OTH,0.0006706974528332523
2004,WA,WOC,0.0
2004,KS,HYC,0.0002681850476876068
2004,KS,NG,0.0178369318759237
2004,KS,COL,0.7394132578636882
2004,KS,DFO,0.0010161553917140704
2004,KS,NUC,0.21658151648728222
2004,KS,RFO,0.017255866011339667
2004,KS,MLG,0.0
2004,KS,PC,0.0
2004,KS,SUN,0.0
2004,KS,HPS,0.0
2004,KS,GEO,0.0
2004,KS,WOO,0.0
2004,KS,ORW,0.0
2004,KS,WWW,0.0
2004,KS,WND,0.007628087322364344
2004,KS,OOG,0.0
2004,KS,OTH,0.0
2004,KS,WOC,0.0
2004,AZ,HYC,0.07374588739370626
2004,AZ,NG,0.20698042839957145
2004,AZ,COL,0.4210243641539156
2004,AZ,DFO,0.00039162793487737974
2004,AZ,NUC,0.2973104248003609
2004,AZ,RFO,3.685630282231214e-05
2004,AZ,MLG,0.000465267198383013
2004,AZ,PC,0.0
2004,AZ,SUN,4.510535678435125e-05
2004,AZ,HPS,0.0
2004,AZ,GEO,0.0
2004,AZ,WOO,0.0
2004,AZ,ORW,3.845957843432434e-08
2004,AZ,WWW,0.0
2004,AZ,WND,0.0
2004,AZ,OOG,0.0
2004,AZ,OTH,0.0
2004,AZ,WOC,0.0
2004,SC,HYC,0.02468511912078879
2004,SC,NG,0.030601048391199752
2004,SC,COL,0.3963028625127295
2004,SC,DFO,0.0018244167296507777
2004,SC,NUC,0.5214413917078534
2004,SC,RFO,0.001983065403640296
2004,SC,MLG,0.0007023072573918012
2004,SC,PC,0.004998747638544473
2004,SC,SUN,0.0
2004,SC,HPS,0.0
2004,SC,GEO,0.0
2004,SC,WOO,1.8664288450783674e-05
2004,SC,ORW,0.0
2004,SC,WWW,0.016593004248324765
2004,SC,WND,0.0
2004,SC,OOG,0.0
2004,SC,OTH,0.0008493727014261876
2004,SC,WOC,0.0
2004,FL,HYC,0.0012597568492845278
2004,FL,NG,0.342193922648537
2004,FL,COL,0.2962721995822081
2004,FL,DFO,0.00554340301636834
2004,FL,NUC,0.14824825740733458
2004,FL,RFO,0.14009857607884635
2004,FL,MLG,0.007328159935789673
2004,FL,PC,0.03126449852359077
2004,FL,SUN,0.0
2004,FL,HPS,0.0
2004,FL,GEO,0.0
2004,FL,WOO,2.8923288602271768e-05
2004,FL,ORW,0.0024606231349391145
2004,FL,WWW,0.010386379886340226
2004,FL,WND,0.0
2004,FL,OOG,6.983168757244088e-05
2004,FL,OTH,0.01484546796058622
2004,FL,WOC,0.0
2004,NV,HYC,0.04705316429231177
2004,NV,NG,0.3795153635761672
2004,NV,COL,0.5351671541838284
2004,NV,DFO,0.0003081043057449306
2004,NV,NUC,0.0
2004,NV,RFO,0.0025283547609198922
2004,NV,MLG,0.0
2004,NV,PC,0.0
2004,NV,SUN,0.0
2004,NV,HPS,0.0
2004,NV,GEO,0.03497002917505683
2004,NV,WOO,0.0
2004,NV,ORW,0.0
2004,NV,WWW,0.0
2004,NV,WND,0.0
2004,NV,OOG,0.0004578297059709193
2004,NV,OTH,0.0
2004,NV,WOC,0.0
2004,UT,HYC,0.011772434583165787
2004,UT,NG,0.023810607625151282
2004,UT,COL,0.9479369926664296
2004,UT,DFO,0.0008531637612805896
2004,UT,NUC,0.0
2004,UT,RFO,0.0
2004,UT,MLG,0.00010000770526731492
2004,UT,PC,0.0
2004,UT,SUN,0.0
2004,UT,HPS,0.0
2004,UT,GEO,0.005099866924671625
2004,UT,WOO,0.0
2004,UT,ORW,0.0
2004,UT,WWW,0.0
2004,UT,WND,0.0
2004,UT,OOG,0.0
2004,UT,OTH,8.181961775897372e-05
2004,UT,WOC,0.01034510711627479
2004,OK,HYC,0.049992143255458886
2004,OK,NG,0.3673134474308895
2004,OK,COL,0.5676814631388263
2004,OK,DFO,0.0002611724759093144
2004,OK,NUC,0.0
2004,OK,RFO,0.0007872777962712015
2004,OK,MLG,0.0
2004,OK,PC,0.0
2004,OK,SUN,0.0
2004,OK,HPS,0.0
2004,OK,GEO,0.0
2004,OK,WOO,0.0
2004,OK,ORW,0.0
2004,OK,WWW,0.004196563455386931
2004,OK,WND,0.009619018405680939
2004,OK,OOG,0.0
2004,OK,OTH,0.00014891404157693416
2004,OK,WOC,0.0
2004,AR,HYC,0.07220114202345979
2004,AR,NG,0.07312715042205085
2004,AR,COL,0.5018291124732008
2004,AR,DFO,0.0007117255362746476
2004,AR,NUC,0.30580258549356404
2004,AR,RFO,0.009837473891674218
2004,AR,MLG,0.0
2004,AR,PC,0.0
2004,AR,SUN,0.0
2004,AR,HPS,0.0004897836864600339
2004,AR,GEO,0.0
2004,AR,WOO,0.00014812318676527285
2004,AR,ORW,0.0006454468188430397
2004,AR,WWW,0.03518783184939872
2004,AR,WND,0.0
2004,AR,OOG,0.0
2004,AR,OTH,1.9624618308845666e-05
2004,AR,WOC,0.0
2004,IL,HYC,0.0008015667452365354
2004,IL,NG,0.016412106766971205
2004,IL,COL,0.4884614853663032
2004,IL,DFO,0.0006469458882666012
2004,IL,NUC,0.48057418198138635
2004,IL,RFO,0.002785239405151827
2004,IL,MLG,0.002961253040453979
2004,IL,PC,0.0005414574145211983
2004,IL,SUN,0.0
2004,IL,HPS,0.0
2004,IL,GEO,0.0
2004,IL,WOO,3.9677107756688857e-07
2004,IL,ORW,3.5581896864267345e-05
2004,IL,WWW,0.0
2004,IL,WND,0.00040761498419495344
2004,IL,OOG,0.0012804880116754405
2004,IL,OTH,0.000687285735917201
2004,IL,WOC,0.004404395991979902
2004,CO,HYC,0.02548145979233546
2004,CO,NG,0.20411387232899592
2004,CO,COL,0.7646238353572271
2004,CO,DFO,0.00027991439577318054
2004,CO,NUC,0.0
2004,CO,RFO,6.97470627970051e-06
2004,CO,MLG,0.0
2004,CO,PC,0.0
2004,CO,SUN,0.0
2004,CO,HPS,0.0
2004,CO,GEO,0.0
2004,CO,WOO,1.4983142948747544e-05
2004,CO,ORW,0.0007442439041155567
2004,CO,WWW,1.855655799186374e-06
2004,CO,WND,0.004695470318640462
2004,CO,OOG,3.7390397884755335e-05
2004,CO,OTH,0.0
2004,CO,WOC,0.0
2004,WY,HYC,0.01323788143654814
2004,WY,NG,0.0019297808775491287
2004,WY,COL,0.9673921164519115
2004,WY,DFO,0.0009802277728714111
2004,WY,NUC,0.0
2004,WY,RFO,3.4788228200071246e-05
2004,WY,MLG,0.0
2004,WY,PC,0.0
2004,WY,SUN,0.0
2004,WY,HPS,0.0
2004,WY,GEO,0.0
2004,WY,WOO,0.0
2004,WY,ORW,0.0
2004,WY,WWW,0.0
2004,WY,WND,0.01375940858417413
2004,WY,OOG,0.00028446131875488285
2004,WY,OTH,0.0023813353299903714
2004,WY,WOC,0.0
2004,CT,HYC,0.014469238110372208
2004,CT,NG,0.22269765788251278
2004,CT,COL,0.13524751131720875
2004,CT,DFO,0.00173455481486383
2004,CT,NUC,0.5256953970120966
2004,CT,RFO,0.05125215219220771
2004,CT,MLG,0.023913828732303466
2004,CT,PC,0.0
2004,CT,SUN,0.0
2004,CT,HPS,0.0002452213677656238
2004,CT,GEO,0.0
2004,CT,WOO,0.0003134805338791654
2004,CT,ORW,0.0
2004,CT,WWW,0.00017345081061529604
2004,CT,WND,0.0
2004,CT,OOG,0.0
2004,CT,OTH,0.024257507226174767
2004,CT,WOC,0.0
2004,VT,HYC,0.21703368097543385
2004,VT,NG,0.0005893558992827554
2004,VT,COL,0.0
2004,VT,DFO,0.003253887846736088
2004,VT,NUC,0.7052564660517544
2004,VT,RFO,0.0
2004,VT,MLG,0.0
2004,VT,PC,0.0
2004,VT,SUN,0.0
2004,VT,HPS,0.0
2004,VT,GEO,0.0
2004,VT,WOO,0.0
2004,VT,ORW,0.0
2004,VT,WWW,0.07178923936344005
2004,VT,WND,0.00207736986335274
2004,VT,OOG,0.0
2004,VT,OTH,0.0
2004,VT,WOC,0.0
2004,DE,HYC,0.0
2004,DE,NG,0.2299437041450415
2004,DE,COL,0.6347781190305397
2004,DE,DFO,0.006399920297806565
2004,DE,NUC,0.0
2004,DE,RFO,0.07891728621654842
2004,DE,MLG,0.0
2004,DE,PC,0.0
2004,DE,SUN,0.0
2004,DE,HPS,0.0
2004,DE,GEO,0.0
2004,DE,WOO,0.011193190393306272
2004,DE,ORW,0.0
2004,DE,WWW,0.0
2004,DE,WND,0.0
2004,DE,OOG,0.038767779916757436
2004,DE,OTH,0.0
2004,DE,WOC,0.0
2004,MD,HYC,0.04832738206882604
2004,MD,NG,0.019599942027840694
2004,MD,COL,0.5626832462968916
2004,MD,DFO,0.010638747947175117
2004,MD,NUC,0.2810049430025996
2004,MD,RFO,0.052781688533204384
2004,MD,MLG,0.007647969174279396
2004,MD,PC,0.0
2004,MD,SUN,0.0
2004,MD,HPS,0.0
2004,MD,GEO,0.0
2004,MD,WOO,0.00011371051004707468
2004,MD,ORW,0.0
2004,MD,WWW,0.0037078123937628314
2004,MD,WND,0.0
2004,MD,OOG,0.007932072322698564
2004,MD,OTH,0.005562485722675081
2004,MD,WOC,0.0
2004,DC,HYC,0.0
2004,DC,NG,0.0
2004,DC,COL,0.0
2004,DC,DFO,1.0
2004,DC,NUC,0.0
2004,DC,RFO,0.0
2004,DC,MLG,0.0
2004,DC,PC,0.0
2004,DC,SUN,0.0
2004,DC,HPS,0.0
2004,DC,GEO,0.0
2004,DC,WOO,0.0
2004,DC,ORW,0.0
2004,DC,WWW,0.0
2004,DC,WND,0.0
2004,DC,OOG,0.0
2004,DC,OTH,0.0
2004,DC,WOC,0.0
2004,GA,HYC,0.0293575264591539
2004,GA,NG,0.03339158871240734
2004,GA,COL,0.6358356293895698
2004,GA,DFO,0.0010724165833297127
2004,GA,NUC,0.268512299174222
2004,GA,RFO,0.0020769619141691566
2004,GA,MLG,0.00014004167032292955
2004,GA,PC,0.004329803846797935
2004,GA,SUN,0.0
2004,GA,HPS,0.0
2004,GA,GEO,0.0
2004,GA,WOO,2.0903137996270973e-06
2004,GA,ORW,0.0003358444302204063
2004,GA,WWW,0.02473078359004685
2004,GA,WND,0.0
2004,GA,OOG,0.0
2004,GA,OTH,0.00021501391596054665
2004,GA,WOC,0.0
2004,MO,HYC,0.0161105431631617
2004,MO,NG,0.024506428223941338
2004,MO,COL,0.8619026513026067
2004,MO,DFO,0.0008239942284210522
2004,MO,NUC,0.08996234659364155
2004,MO,RFO,0.0
2004,MO,MLG,0.0
2004,MO,PC,0.0014905545009165125
2004,MO,SUN,0.0
2004,MO,HPS,0.0037971664523787354
2004,MO,GEO,0.0
2004,MO,WOO,0.0
2004,MO,ORW,0.00010847853585694618
2004,MO,WWW,2.2057780257736036e-06
2004,MO,WND,0.0
2004,MO,OOG,2.7572225322170044e-05
2004,MO,OTH,0.0012680589957277345
2004,MO,WOC,0.0
2004,HI,HYC,0.008646909031264291
2004,HI,NG,0.0
2004,HI,COL,0.14755197483529722
2004,HI,DFO,0.12183671868906903
2004,HI,NUC,0.0
2004,HI,RFO,0.5886997224359402
2004,HI,MLG,0.016404740122278202
2004,HI,PC,0.0
2004,HI,SUN,0.0
2004,HI,HPS,0.0
2004,HI,GEO,0.019640752218469858
2004,HI,WOO,0.06261290435369743
2004,HI,ORW,0.01387590775702143
2004,HI,WWW,0.0
2004,HI,WND,0.0006901815286252934
2004,HI,OOG,0.00441164995852175
2004,HI,OTH,0.015498120406743301
2004,HI,WOC,0.00013041866307219222
2004,ID,HYC,0.8149345696516914
2004,ID,NG,0.11684697603409275
2004,ID,COL,0.00970163482878523
2004,ID,DFO,1.3299830259402047e-05
2004,ID,NUC,0.0
2004,ID,RFO,0.0
2004,ID,MLG,0.0
2004,ID,PC,0.0
2004,ID,SUN,0.0
2004,ID,HPS,0.0
2004,ID,GEO,0.0
2004,ID,WOO,0.0
2004,ID,ORW,0.0
2004,ID,WWW,0.054792994840639604
2004,ID,WND,0.0
2004,ID,OOG,0.0
2004,ID,OTH,0.003710524814531663
2004,ID,WOC,0.0
2004,ME,HYC,0.2135137064546021
2004,ME,NG,0.44858408070464173
2004,ME,COL,0.013056000202780211
2004,ME,DFO,0.0034915718714161772
2004,ME,NUC,0.0
2004,ME,RFO,0.0779145153578452
2004,ME,MLG,0.014165737059653773
2004,ME,PC,0.0
2004,ME,SUN,0.0
2004,ME,HPS,0.0
2004,ME,GEO,0.0
2004,ME,WOO,0.0018713693633317203
2004,ME,ORW,0.012274079928862163
2004,ME,WWW,0.18779523042784743
2004,ME,WND,0.0
2004,ME,OOG,0.0
2004,ME,OTH,0.027333708629019425
2004,ME,WOC,0.0
2004,IN,HYC,0.0034800476450050875
2004,IN,NG,0.017881995860374072
2004,IN,COL,0.9458383721959761
2004,IN,DFO,0.001101962141966744
2004,IN,NUC,0.0
2004,IN,RFO,8.815196450453706e-05
2004,IN,MLG,0.0010773744542306707
2004,IN,PC,0.001995517207060807
2004,IN,SUN,0.0
2004,IN,HPS,0.0
2004,IN,GEO,0.0
2004,IN,WOO,0.0
2004,IN,ORW,0.0
2004,IN,WWW,0.0
2004,IN,WND,0.0
2004,IN,OOG,0.02446947207943498
2004,IN,OTH,0.004067106451446725
2004,IN,WOC,0.0
2004,NC,HYC,0.043054435384447795
2004,NC,NG,0.018596498593813515
2004,NC,COL,0.5991608786803575
2004,NC,DFO,0.002421707115408316
2004,NC,NUC,0.31807883077157467
2004,NC,RFO,0.0023313122243412542
2004,NC,MLG,0.0007431832966322613
2004,NC,PC,0.0
2004,NC,SUN,0.0
2004,NC,HPS,0.0006208430980657619
2004,NC,GEO,0.0
2004,NC,WOO,1.922942783847932e-06
2004,NC,ORW,0.00014674089682509725
2004,NC,WWW,0.01264273540382148
2004,NC,WND,0.0
2004,NC,OOG,0.0
2004,NC,OTH,0.0022009115919287042
2004,NC,WOC,0.0
2004,IA,HYC,0.021887044671401446
2004,IA,NG,0.0185793623294506
2004,IA,COL,0.8161073969348922
2004,IA,DFO,0.0017679307352019647
2004,IA,NUC,0.1140431086960585
2004,IA,RFO,0.0
2004,IA,MLG,0.0017222298212828326
2004,IA,PC,0.0007701649743073893
2004,IA,SUN,0.0
2004,IA,HPS,0.0
2004,IA,GEO,0.0
2004,IA,WOO,1.3280782880870888e-05
2004,IA,ORW,0.0007286130810693475
2004,IA,WWW,0.0
2004,IA,WND,0.02410592261653475
2004,IA,OOG,0.0
2004,IA,OTH,0.0002749453569202937
2004,IA,WOC,0.0
2004,MA,HYC,0.022383666334473334
2004,MA,NG,0.36715500012925
2004,MA,COL,0.24761735188140152
2004,MA,DFO,0.011970574349405783
2004,MA,NUC,0.13969692897424013
2004,MA,RFO,0.16329723972731686
2004,MA,MLG,0.025876563815859645
2004,MA,PC,0.0
2004,MA,SUN,0.0
2004,MA,HPS,0.0
2004,MA,GEO,0.0
2004,MA,WOO,0.00011028496921351003
2004,MA,ORW,0.00036546951003657216
2004,MA,WWW,0.002689585589857945
2004,MA,WND,0.0
2004,MA,OOG,0.0
2004,MA,OTH,0.018837334718945508
2004,MA,WOC,0.0
2004,MI,HYC,0.013194720663262546
2004,MI,NG,0.09962227518141673
2004,MI,COL,0.589970499627203
2004,MI,DFO,0.0015792155774857482
2004,MI,NUC,0.2628134123878494
2004,MI,RFO,0.004840259080474073
2004,MI,MLG,0.005692430275400004
2004,MI,PC,0.0013314080185732324
2004,MI,SUN,0.0
2004,MI,HPS,0.0
2004,MI,GEO,0.0
2004,MI,WOO,2.421507671396253e-07
2004,MI,ORW,1.825776109243346e-05
2004,MI,WWW,0.016051895940434595
2004,MI,WND,1.6123806591704558e-05
2004,MI,OOG,0.0023635654878360404
2004,MI,OTH,0.0025056940416132573
2004,MI,WOC,0.0
2004,WI,HYC,0.0329709680622374
2004,WI,NG,0.03387305380032211
2004,WI,COL,0.7016120175358161
2004,WI,DFO,0.001860477679211647
2004,WI,NUC,0.19788893507969857
2004,WI,RFO,0.0008084224679521173
2004,WI,MLG,0.005950931418139056
2004,WI,PC,0.010556904752406974
2004,WI,SUN,0.0
2004,WI,HPS,0.0
2004,WI,GEO,0.0
2004,WI,WOO,0.0
2004,WI,ORW,0.0007981942243679397
2004,WI,WWW,0.010064929126208643
2004,WI,WND,0.0017239427911449655
2004,WI,OOG,0.0
2004,WI,OTH,0.0018912230624946633
2004,WI,WOC,0.0
2004,MS,HYC,0.0
2004,MS,NG,0.20712630000672225
2004,MS,COL,0.4347556035164498
2004,MS,DFO,0.0007349848560848684
2004,MS,NUC,0.25453894668575405
2004,MS,RFO,0.06799720812670623
2004,MS,MLG,0.0
2004,MS,PC,0.0
2004,MS,SUN,0.0
2004,MS,HPS,0.0
2004,MS,GEO,0.0
2004,MS,WOO,0.0
2004,MS,ORW,0.0
2004,MS,WWW,0.03380686530420264
2004,MS,WND,0.0
2004,MS,OOG,0.0010136068983713962
2004,MS,OTH,2.648460570868729e-05
2004,MS,WOC,0.0
2004,MT,HYC,0.33051070101994545
2004,MT,NG,0.0010439478728701084
2004,MT,COL,0.6379489278584896
2004,MT,DFO,0.0006336912316568459
2004,MT,NUC,0.0
2004,MT,RFO,6.264544476999596e-05
2004,MT,MLG,0.0
2004,MT,PC,0.01556911654194674
2004,MT,SUN,0.0
2004,MT,HPS,0.0
2004,MT,GEO,0.0
2004,MT,WOO,0.0001346705667929565
2004,MT,ORW,0.0
2004,MT,WWW,0.00233212526879804
2004,MT,WND,0.0
2004,MT,OOG,0.0006268139008460812
2004,MT,OTH,0.0
2004,MT,WOC,0.0111373602938842
2004,NH,HYC,0.05764426651458296
2004,NH,NG,0.19594193371836618
2004,NH,COL,0.17857588785137418
2004,NH,DFO,0.005429570831280831
2004,NH,NUC,0.4458870690782336
2004,NH,RFO,0.07975243637998392
2004,NH,MLG,0.006798792655285987
2004,NH,PC,0.0
2004,NH,SUN,0.0
2004,NH,HPS,0.0
2004,NH,GEO,0.0
2004,NH,WOO,3.180660184415259e-05
2004,NH,ORW,0.0
2004,NH,WWW,0.0271819052471852
2004,NH,WND,0.0
2004,NH,OOG,0.0
2004,NH,OTH,0.0027563311218623343
2004,NH,WOC,0.0
2004,NJ,HYC,0.000714577573423047
2004,NJ,NG,0.23716840243616985
2004,NJ,COL,0.19668195444973555
2004,NJ,DFO,0.009070413406269111
2004,NJ,NUC,0.5160052126869835
2004,NJ,RFO,0.007674148452508477
2004,NJ,MLG,0.014173349027811855
2004,NJ,PC,0.0
2004,NJ,SUN,0.0
2004,NJ,HPS,0.0
2004,NJ,GEO,0.0
2004,NJ,WOO,0.008235783670971726
2004,NJ,ORW,7.957325525193491e-05
2004,NJ,WWW,0.0
2004,NJ,WND,0.0
2004,NJ,OOG,0.0007388907461558071
2004,NJ,OTH,0.009457694294718854
2004,NJ,WOC,0.0
2004,ND,HYC,0.051638649016685086
2004,ND,NG,0.0003046520665750682
2004,ND,COL,0.9374683863097653
2004,ND,DFO,0.0012214316403610474
2004,ND,NUC,0.0
2004,ND,RFO,6.232564741234252e-05
2004,ND,MLG,0.0
2004,ND,PC,0.0
2004,ND,SUN,0.0
2004,ND,HPS,0.0
2004,ND,GEO,0.0
2004,ND,WOO,0.0
2004,ND,ORW,0.0001871553287120767
2004,ND,WWW,0.0
2004,ND,WND,0.0071660106600621625
2004,ND,OOG,0.0019513893304269993
2004,ND,OTH,0.0
2004,ND,WOC,0.0
2004,OH,HYC,0.0030993113647177425
2004,OH,NG,0.007123862483935657
2004,OH,COL,0.867463496826294
2004,OH,DFO,0.0023907815377246285
2004,OH,NUC,0.10796906301295627
2004,OH,RFO,3.1418903983161984e-05
2004,OH,MLG,0.00017848941845954514
2004,OH,PC,0.007008513173220966
2004,OH,SUN,0.0
2004,OH,HPS,0.0
2004,OH,GEO,0.0
2004,OH,WOO,4.021136785421722e-08
2004,OH,ORW,2.5053029847013484e-05
2004,OH,WWW,0.002692021000948741
2004,OH,WND,0.0
2004,OH,OOG,0.001966508872016309
2004,OH,OTH,3.549007562203626e-08
2004,OH,WOC,5.140467445242896e-05
2004,OR,HYC,0.6829129296721517
2004,OR,NG,0.21841795333199795
2004,OR,COL,0.07346882463698647
2004,OR,DFO,0.00041966115174381125
2004,OR,NUC,0.0
2004,OR,RFO,0.0008806882225697946
2004,OR,MLG,0.0014662205668616328
2004,OR,PC,0.0
