UTILITY_ID,PLANT_CODE,PLANT_NAME,STREET_ADDRESS,CITY,COUNTY,STATE,ZIP5,NAME_OF_WATER_SOURCE,NERC,PRIMARY_PURPOSE,OWNERTRANSDIST,OWNERTRANSID,OWNERSTATE,REGULATORY_STATUS,SECTOR_NAME,SECTOR_NUMBER,FERC_COGEN,FERC_COGEN_DOCKET,FERC_SMALL_POWER,FERC_SMALL_POWER_DOCKET,FERC_EXEMPT_WHOLESALE,FERC_EXEMPT_WHOLESALE_DOCKET,ISO_RTO,ISO_RTO_CODE
358,54612,Amalgamated Sugar LLC Nyssa,105 East Main,Nyssa,Malheur,OR,97913,Process,WECC,311,,,,NR,Industrial,7,N,,N,,N,,,
361,54710,Alliant SBD 9205 A Y McDonald,4800 Chavenelle Road,Dubuque,Dubuque,IA,52002,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54712,Alliant SBD 9201 Norplex,665 Lybrand St,Postville,Allamakee,IA,52162,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54713,Alliant SBD 8603 Donnelley,1235 North Ave,Nevada,Story,IA,50201,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54714,Alliant SBD 8501 Aegon LI,4333 Edgewood Road NE,Cedar Rapids,Linn,IA,52499,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54715,Alliant SBD 9107 JBS USA,North 9th Ave,Marshalltown,Marshall,IA,50158,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54716,Alliant SBD 8602 Marion Sub,190 12th Street,Marion,Linn,IA,52405,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54717,Alliant SBD 9106 Rockwell CR,400 Collins Road NE,Cedar Rapids,Linn,IA,52498,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54718,Alliant SBD 9206 Donaldson,111 Donaldson Court,Cresco,Howard,IA,52136,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54720,Alliant SBD 8601 Vertis,810 E. South St,Marengo,Iowa,IA,52301,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54735,Alliant SBD 9301 Prairie Farms,3510 Central Ave,Dubuque,Dubuque,IA,52001,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54929,Alliant SBD 9403 Aegon DC,6910 Tower Road SW,Cedar Rapids,Linn,IA,52402,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54930,Alliant SBD 9402 Climax,2598 Highway 61 South,Ft. Madison,Lee,IA,52627,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54967,Alliant SBD 9302 Aegon NP,4515 North River Blvd,Cedar Rapids,Linn,IA,52499,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,54968,Alliant SBD 9502 Eaton,700 Luick's Lane,Belmond,Wright,IA,50421,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,55315,Alliant SBD 9702 Cedar Graphics,311 Parsons Dr,Hiawatha,Linn,IA,52233,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,55996,Alliant SBD0201 Penford Produc,1001 1st St SW,Cedar Rapids,Linn,IA,52405,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,56072,Alliant SBD 9801 Aegon Martha's Way,One Martha's Way,Hiawatha,Linn,IA,52406,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,56073,Alliant SBG 9802 Toyota,5005 N. River Blvd NE,Cedar Rapids,Linn,IA,52411,,MRO,22,Linn County Rural E C A,11053,IA,NR,IPP,2,N,,N,,N,,Y,MISO
361,56074,Alliant SBD 9901 GE Capital,1010 Thomas Edison Blvd SW,Cedar Rapids,Linn,IA,52404,,MRO,22,Alliant Energy,56088,IA,NR,IPP,2,N,,N,,N,,Y,MISO
379,10569,Big Spring Texas Refinery,Refinery Road & East I-20,Big Spring,Howard,TX,79720,Lake Spence,TRE,32411,Oncor,55998,TX,NR,Industrial,6,N,,N,,N,,Y,ERCOT
402,10581,Altamont Power LLC,6165 Industrial Way,Livermore,Alameda,CA,94550,na,WECC,22,,,,NR,IPP,2,N,,Y,84-491-000,N,,,
404,10406,Alsip Paper Condominium Association,13101 South Pulaski Road,Alsip,Cook,IL,60658,,RFC,322122,Commonwealth Edison Co,4110,IL,NR,Industrial,7,N,,N,,N,,,
405,1121,Alta Municipal Utilities,209 East 2nd Street,Alta,Buena Vista,IA,51002,Well,MRO,22,City of Alta,405,IA,RE,Electric Utility,1,N,,N,,N,,N,
406,7990,Altamont,10590 North 205th Street,Alamont,Effingham,IL,62411,Municipal Water System,SERC,22,Illinois Power Co,9208,MO,RE,Electric Utility,1,N,,N,,N,,Y,MISO
429,52122,Wasson CO2 Removal Plant,2582 County Road 355,Denver City,Yoakum,TX,79323,Wells,SPP,211,Southwestern Public Service Co,17718,TX,NR,Industrial,7,Y,86-730-000,N,,N,,Y,SPP
431,54222,Alyeska Seafoods,551 W Broadway,Unalaska,Aleutian Islands,AK,99685,N/A,ASCC,114,,,,NR,Industrial,6,N,,N,,N,,,
450,10504,Amalgamated Sugar Twin Falls,2320 Orchard Drive East,Twin Falls,Twin Falls,ID,83301,Rock Creek,WECC,311,Idaho Power Co,9191,ID,NR,Industrial,7,Y,85-304-000,N,,N,,N,
463,10549,Al Turi,91 Hartley Road,Goshen,Orange,NY,10924,,NPCC,22,Orange & Rockland Utils Inc,14154,NY,NR,IPP,2,N,,Y,87-63-000,N,,Y,NYISO
470,50472,American Ref-Fuel of Niagara,100 Energy Blvd & 56th St,Niagara Falls,Niagara,NY,14304,Niagara River & Municipality,NPCC,22,National Grid,56404,NY,NR,IPP CHP,3,Y,"82-83-003, 82-83-002",N,,N,,Y,NYISO
472,50964,Amedee Geothermal Venture I,US 395 at Road A3,Amedee,Lassen,CA,96127,Well,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,87-243-001,N,,Y,CAISO
473,10642,Covanta Hempstead,600 Merchants Concourse,Westbury,Nassau,NY,11590,Wells And Municipal,NPCC,22,Long Island Power Authority,11171,NY,NR,IPP,2,N,,Y,86-124-000,N,,Y,NYISO
491,54210,American Crystal Sugar Hillsboro,Highway 81 South,Hillsboro,Traill,ND,58045,N/A,MRO,311,Nodak Electric Coop Inc,12301,ND,NR,Industrial,7,N,,N,,N,,Y,MISO
491,54211,American Crystal Sugar Moorhead,2500 North 11th,Moorhead,Clay,MN,56560,N/A,MRO,311,City of Moorhead,12894,MN,NR,Industrial,7,N,,N,,N,,N,
491,54212,American Crystal Sugar Crookston,Highway 75 South,Crookston,Polk,MN,56716,N/A,MRO,311,Otter Tail Power Co,14232,MN,NR,Industrial,7,N,,N,,N,,Y,MISO
491,54213,American Crystal Sugar Drayton,County Hwy 44,Drayton,Pembina,ND,58225,N/A,MRO,311,Nodak Electric Coop Inc,12301,ND,NR,Industrial,7,N,,N,,N,,Y,MISO
491,54214,American Crystal Sugar East Grand Forks,Business Hwy 2,East Grand Forks,Polk,MN,56721,N/A,MRO,311,East Grand Forks City of,5575,MN,NR,Industrial,7,N,,N,,N,,Y,MISO
498,55458,Bloomfield Energy Farm,,,San Juan,NM,87413,N/A,WECC,22,,,,NR,IPP,2,N,,N,,N,,,
503,10152,Warrior Ridge Hydro,8217 Warrior Ridge Road,Petersburg,Huntingdon,PA,16669,Juniata River,RFC,22,Pennsylvania Electric Co,14711,OH,NR,IPP,2,N,,N,,Y,85-365-000,Y,PJM
509,55337,AES Ironwood LLC,305 Prescott Road,Lebanon,Lebanon,PA,17042,Quarry-DRBC,RFC,22,Metropolitan Edison Co,12390,OH,NR,IPP,2,N,,N,,Y,99-86-0000,Y,PJM
520,861,Coffeen,134 CIPS Lane,Coffeen,Montgomery,IL,62017,Mcdavid Branch,SERC,22,Central Illinois Pub Serv Co,3253,IL,NR,IPP,2,N,,N,,N,,N,
520,862,Grand Tower,1820 Power Plant Road,Grand Tower,Jackson,IL,62942,Mississippi River,SERC,22,Central Illinois Pub Serv Co,3253,IL,NR,IPP,2,N,,N,,N,,N,
520,863,Hutsonville,15142 E. 1900th Ave.,Hutsonville,Crawford,IL,62433,Wabash River,SERC,22,Central Illinois Pub Serv Co,3253,IL,NR,IPP,2,N,,N,,N,,N,
520,864,Meredosia,800 W. Washington,Meredosia,Morgan,IL,62665,Illinois River,SERC,22,Central Illinois Pub Serv Co,3253,IL,NR,IPP,2,N,,N,,N,,N,
520,6017,Newton,6725 N. 500th,Newton,Jasper,IL,62448,"Laws Creek, Sandy Creek",SERC,22,Central Illinois Pub Serv Co,3253,IL,NR,IPP,2,N,,N,,N,,N,
520,55201,Gibson City,545 N. Jordan Dr.,Gibson City,Ford,IL,60936,,SERC,22,Central Illinois Pub Serv Co,3253,IL,NR,IPP,2,N,,N,,N,,Y,MISO
520,55438,Elgin Energy Center,1559 Gifford Road,Elgin,Kane,IL,60120,,RFC,22,Commonwealth Edison Co,4110,IL,NR,IPP,2,N,,N,,N,,Y,PJM
520,55447,Columbia Energy Center,4902 Peabody Road,Columbia,Boone,MO,65202,,SERC,22,City of Columbia,4045,MO,NR,IPP,2,N,,N,,N,,Y,MISO
528,10646,American Ref-Fuel of SE CT,132 US Submarine Vet Mem Hwy,Preston,New London,CT,6365,Norwich Utilities,NPCC,22,Connecticut Light & Power Co,4176,CT,NR,IPP,2,N,,Y,87-447-000,N,,Y,ISONE
542,10643,Covanta Essex Company,183 Raymond Blvd,Newark,Essex,NJ,7105,Air Cooled Condensor,RFC,22,Public Service Elec & Gas Co,15477,NJ,NR,IPP,2,N,,Y,85-206-000,N,,Y,PJM
547,54512,Domino Sugar Arabi Plant,7417 North Peters Street,Arabi,SAINT BERNARD,LA,70032,Mississippi River,SERC,311,Entergy Louisiana Inc,11241,LA,NR,Industrial,7,N,,N,,N,,N,
554,1122,Ames Electric Services Power Plant,200 E 5th St,Ames,Story,IA,50010,Wells,MRO,22,Ames City of,554,IA,RE,Electric Utility,1,N,,N,,N,,N,
554,6463,Ames GT,2300 Pullman St,Ames,Story,IA,50010,Municipality,MRO,22,Ames City of,554,IA,RE,Electric Utility,1,N,,N,,N,,N,
563,10151,Grant Town Power Plant,Hwy 17 1/2 Mile SE Grant Town,Grant Town,Marion,WV,26574,Monongahela River,RFC,22,Monongahela Power Co,12796,PA,NR,IPP,2,N,,Y,87-494-006,N,,Y,PJM
570,10746,American Ref-Fuel of Delaware Valley,10 Highland Avenue,Chester,Delaware,PA,19013,Municipality,RFC,22,PECO Energy Co,14940,PA,NR,IPP,2,N,,Y,87-492-001,N,,Y,PJM
590,7693,Anaheim GT,1144 North Kraemer Blvd,Anaheim,Orange,CA,92806,City ground water and MWD,WECC,22,City of Anaheim,590,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
590,57027,Canyon Power Plant,3071 East Miraloma Ave.,Anaheim,Orange,CA,92806,"City of Anaheim, OC Water Dist",WECC,22,City of Anaheim,590,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
599,75,Anchorage 1,821 E. 1st Ave,Anchorage,Anchorage,AK,99501,N/A,ASCC,22,Anchorage Municipal Light and Power,599,AK,RE,Electric Utility,1,N,,N,,N,,N,
599,77,Eklutna Hydro Project,Mile 4 Old Glenn Hwy.,Palmer,Matanuska-Susitna,AK,99645,Eklutna Lake,ASCC,22,Chugach Electric Assn Inc,3522,AK,RE,Electric Utility,1,N,,N,,N,,N,
599,6559,George M Sullivan Generation Plant 2,8670 Glenn Hwy,Anchorage,Anchorage,AK,99504,Municipality,ASCC,22,Anchorage Municipal Light and Power,599,AK,RE,Electric Utility,1,N,,N,,N,,N,
623,10430,Anheuser-Busch St Louis,One Busch Place,St. Louis,SAINT LOUIS CITY,MO,63118,Municipality,SERC,311,Union Electric Co,19436,MO,NR,Industrial,7,N,,N,,N,,Y,MISO
623,10431,Anheuser-Busch Jacksonville,111 Busch Drive,Jacksonville,DUVAL,FL,32218,Municipality,FRCC,311,JEA,9617,FL,NR,Industrial,7,N,,N,,N,,N,
623,54913,Anheuser-Busch Newark Brewery,200 U.S. Highway One,Newark,ESSEX,NJ,7101,Municipality,RFC,311,Public Service Elec & Gas Co,15477,NJ,NR,Industrial,7,Y,94-91-000,N,,N,,Y,PJM
641,55211,ANP Bellingham Energy Project,155 Maple Street,Bellingham,Norfolk,MA,2019,Municipal/Air Cooled Condenser,NPCC,22,National Grid,13516,MA,NR,IPP,2,N,,N,,Y,00-125-000,Y,ISONE
656,55212,ANP Blackstone Energy Project,204 Elm Street,Blackstone,Worcester,MA,1504,Air Cool Condensers,NPCC,22,NSTAR Electric Company,54913,MA,NR,IPP,2,N,,N,,Y,00-126-000,Y,ISONE
682,1123,Anita,828 Main Street,Anita,Cass,IA,50020,,MRO,22,City of Anita,682,IA,RE,Electric Utility,1,N,,N,,N,,N,
695,2214,Ansley,909 Division Street,Ansley,Custer,NE,68814,Municipality,MRO,22,Custer Public Power District,4671,NE,RE,Electric Utility,1,N,,N,,N,,N,
701,1258,Anthony,71D SW 20th Rd,Anthony,Harper,KS,67003,Wells,SPP,22,City of Anthony,701,KS,RE,Electric Utility,1,N,,N,,N,,N,
733,3772,Buck,Route 737,Ivanhoe,Carroll,VA,24350,New River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3773,Byllesby 2,Route 602,Ivanhoe,Carroll,VA,24350,New River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3774,Claytor,Route 605,Radford,Pulaski,VA,24141,New River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3775,Clinch River,State Route 82,Cleveland,Russell,VA,24225,Clinch River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3776,Glen Lyn,U.S Route 460,Glen Lyn,Giles,VA,24093,New River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3777,Leesville,Rt. 754,Hurt,Pittsylvania,VA,24563,Roanoke River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3778,Niagara,1495 Niagara Rd,Vinton,Roanoke,VA,24179,Roanoke River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3779,Reusens,4300 Hydro Street,Lynchburg,Campbell,VA,24503,James River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3780,Smith Mountain,Route 1,Penhook,Franklin,VA,24141,Roanoke River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3935,John E Amos,U.S. Route 35,St Albans,Putnam,WV,25213,Kanawha River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3936,Kanawha River,U.S. Route 60,Glasgow,Kanawha,WV,25086,Kanawha River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,3938,Philip Sporn,State Route 62,Graham Station,Mason,WV,25265,Ohio River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,6264,Mountaineer,State Route 62,New Haven,Mason,WV,25265,Ohio River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,6560,London,State Route 61,Handley,Kanawha,WV,25126,Kanawha River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,6561,Marmet,86th Street,Marmet,Kanawha,WV,25315,Kanawha River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,6562,Winfield,U.S. Route 35,Winfield,Putnam,WV,25213,Kanawha River,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,55276,Ceredo Generating Station,1662 Walker Branch Road,Huntington,Wayne,WV,25704,City of Kenova,RFC,22,Appalachian Power Co,733,OH,RE,Electric Utility,1,N,,N,,N,,Y,PJM
733,55350,Dresden Energy Facility,9595 McGlade School Road,Dresden,Muskingum,OH,43821,Muskingum River,RFC,22,,,,RE,Electric Utility,1,N,,N,,Y,00-28,Y,PJM
745,10810,NTC/MCRD Energy Facility,"End of Neville Road, Bldg 566",San Diego,SAN DIEGO,CA,92140,City Of San Diego,WECC,22,San Diego Gas & Electric Co,16609,CA,NR,IPP CHP,3,Y,87-561-000,N,,N,,Y,CAISO
745,10811,Naval Station Energy Facility,3970 Suface Navy Blvd Bldg 342,San Diego,San Diego,CA,92136,Navy Pwc,WECC,22,San Diego Gas & Electric Co,16609,CA,NR,IPP CHP,3,Y,87-560-000,N,,N,,Y,CAISO
745,10812,North Island Energy Facility,Corner Rodgers & Quay Bldg 370,Coronado,San Diego,CA,92118,Navy Pwc,WECC,22,San Diego Gas & Electric Co,16609,CA,NR,IPP CHP,3,Y,87-562-000,N,,N,,Y,CAISO
753,55877,Aquila Muskingum Energy Center,,,Muskingum,OH,43830,,,22,,,,NR,IPP,2,N,,N,,N,,,
756,10155,Brasfield,21511 Chesdin Road,Petersburg,Chesterfield,VA,23803,Appomattox River,SERC,22,Virginia Electric & Power Co,19876,VA,NR,IPP,2,N,,Y,87-610-000,N,,Y,PJM
761,55826,Aries II Energy Center,25111 E 175th ST,Pleasant Hill,Cass,MO,64080,Municipal,SPP,22,,,,NR,IPP,2,N,,N,,N,,,
765,4100,Arcadia Electric,115 South Jackson,Arcadia,Trempealeau,WI,54612,Municipality,MRO,22,Dairyland Power Coop,4716,WI,RE,Electric Utility,1,N,,N,,N,,N,
768,2902,Arcanum,19 Water St,Arcanum,Darke,OH,45304,Municipality,RFC,22,Arcanum City of,768,OH,RE,Electric Utility,1,N,,N,,N,,N,
772,10857,Archer Daniels Midland Fredonia,209 West Adams Street,Fredonia,Wilson,KS,66736,Municipal,SPP,311,,,,NR,Industrial,7,N,,N,,N,,Y,SPP
772,10859,Valdosta,1841 Clay Rd.,Valdosta,Lowndes,GA,31601,Municipal,SERC,311,Georgia Power Co,7140,GA,NR,Industrial,7,N,,N,,N,,N,
772,10860,Archer Daniels Midland Clinton,1251 Beaver Channel Parkway,Clinton,Clinton,IA,52732,Well,MRO,311,Interstate Power and Light Co,9417,IA,NR,Industrial,7,N,,N,,N,,Y,MISO
772,10861,Archer Daniels Midland Des Moines,1935 East Euclid,Des Moines,Polk,IA,50316,Municipal,MRO,311,MidAmerican Energy Co,12341,IA,NR,Industrial,7,Y,88-116-000,N,,N,,Y,MISO
772,10862,Archer Daniels Midland Lincoln,7800 Thayer,Lincoln,Lancaster,NE,68507,Municipal,MRO,311,Lincoln Electric System,11018,NE,NR,Industrial,7,Y,88-109-000,N,,N,,Y,SPP
772,10863,Archer Daniels Midland Mankato,2019 Third Ave,Mankato,Blue Earth,MN,56001,Municipal,MRO,311,Northern States Power Co,13781,MN,NR,Industrial,7,Y,88-118-000,N,,N,,Y,MISO
772,10864,Archer Daniels Midland Cedar Rapids,1350 Waconia Ave SE,Cedar Rapids,Linn,IA,52406,Municipal,MRO,311,Interstate Power and Light Co,9417,IA,NR,Industrial,7,Y,88-234-000,N,,N,,Y,MISO
772,10865,Archer Daniels Midland Decatur,4666 Faries Parkway,Decatur,Macon,IL,62521,NWTP,SERC,311,Illinois Power Co,9208,MO,NR,Industrial,7,Y,88-117-000,N,,N,,Y,MISO
772,10866,Archer Daniels Midland Peoria,Foot of Edmund Street,Peoria,Peoria,IL,61602,Illinois River,SERC,311,Central Illinois Light Co,3252,MO,NR,Industrial,7,N,,N,,N,,Y,MISO
772,54310,Galesburg,1021 South Henderson,Galesburg,Knox,IL,61401,Municipal,SERC,311,Illinois Power Co,9208,MO,NR,Industrial,7,N,,N,,N,,Y,MISO
772,54311,Archer Daniels Midland Little Rock,Foot of E 9th Street,Little Rock,Pulaski,AR,72203,Municipal,SERC,311,Entergy Arkansas Inc,814,AR,NR,Industrial,7,N,,N,,N,,N,
772,54312,Archer Daniels Midland Taylorville,1463 North Road,Taylorville,Christian,IL,62568,Municipal,SERC,311,,,,NR,Industrial,7,N,,N,,N,,N,
772,54316,Archer Daniels Midland Southport,1730 E Moore St SE,Southport,Brunswick,NC,28461,Municipal,SERC,311,Progress Energy Carolinas Inc,3046,NC,NR,Industrial,7,N,,N,,N,,N,
772,54908,Enderlin,5525 136th Ave. SE,Enderlin,Ransom,ND,58027,Municipality,MRO,311,Otter Tail Power Co,14232,MN,NR,Industrial,7,N,,N,,N,,Y,MISO
772,55046,Mansfield,150 Oakland Street,Mansfield,Plymouth,MA,2048,Municipal,NPCC,311,Town of Mansfield,11586,MA,NR,Industrial,7,N,,N,,N,,Y,ISONE
772,55638,Walhalla,County Road 9,Walhalla,Pembina,ND,58282,Municipal,MRO,311,Otter Tail Power Co,14232,MN,NR,Industrial,7,N,,N,,N,,Y,MISO
772,57046,Archer Daniels Midland Columbus,3008 East 8th Street,Columbus,PLATTE,NE,68601,Wells,SPP,311,Loup River Public Power Dist,11251,NE,NR,Industrial,7,N,,N,,N,,Y,SPP
779,10053,Perma Treat Corporation,26 Green Street,Mattawamkeag,Penobscot,ME,4459,Wells,NPCC,321,Bangor Hydro-Electric Co,1179,ME,NR,Industrial,7,N,,N,,N,,Y,ISONE
782,10787,Piedmont Hydro Power Project,Highway 86,Piedmont,Greenville,SC,29673,Saluda River,SERC,22,"Duke Energy Carolinas, LLC",5416,NC,NR,IPP,2,N,,Y,83-362-000,N,,N,
782,10798,Fries Hydroelectric Project,Highway 94,Fries,Grayson,VA,24330,New River,RFC,22,Appalachian Power Co,733,OH,NR,IPP,2,N,,Y,86-1092-000,N,,Y,PJM
782,10801,Ware Shoals Hydro Project,Powerhouse Road,Ware Shoals,Laurens,SC,29692,Saluda River,SERC,22,"Duke Energy Carolinas, LLC",5416,NC,NR,IPP,2,N,,Y,87-652-000,N,,N,
792,7810,Argyle,100 E Milwaukee Street,Argyle,LAFAYETTE,WI,53504,Pecatonica River,MRO,22,Dairyland Power Coop,4716,WI,RE,Electric Utility,1,N,,N,,N,,N,
794,54390,Kamaoa Wind Farm,93-1373 South Point Road,Ka'u,Hawaii,HI,96772,,HICC,22,,,,NR,IPP,2,N,,Y,83-328-000,N,,N,
794,56378,Pakini Nui Wind Farm,93-1373 South Point Rd.,Naalehu,Hawaii,HI,96772,,HICC,22,Hawaii Electric Light Co Inc,8287,HI,NR,IPP,2,N,,Y,06-285-000,N,,N,
796,160,Apache Station,3525 N US Hwy 191,Cochise,Cochise,AZ,85606,Wells,WECC,22,Southwest Transmission Coop Inc,56139,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,112,Childs,Fossil Creek Road,Camp Verde,Yavapai,AZ,85544,Fossil Creek/Natural Spring,WECC,22,,,,RE,Electric Utility,1,N,,N,,N,,N,
803,113,Cholla,4801 Cholla Lake Road,Joseph City,Navajo,AZ,86032,Lake Wells,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,114,Douglas,Sulpher Spring Rd/Lawrence Ave,Douglas,Cochise,AZ,85607,Municipality,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,115,Irving,Fossil Creek Road,Camp Verde,Yavapai,AZ,86322,Fossil Creek/Natural Spring,WECC,22,,,,RE,Electric Utility,1,N,,N,,N,,N,
803,116,Ocotillo,1500 East University,Tempe,Maricopa,AZ,85281,Wells,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,117,West Phoenix,4606 West Hadley,Phoenix,Maricopa,AZ,85043,Wells,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,118,Saguaro,Mail Post 228,Red Rock,Pinal,AZ,85245,Wells,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,120,Yucca,7522 South Somerton Ave.,Yuma,Yuma,AZ,85364,Wells,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,2442,Four Corners,End of County Rd 6675,Fruitland,San Juan,NM,87416,SAN JUAN RIVER/MORGAN LAKE,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,6008,Palo Verde,Wintersburg Road,Wintersburg,Maricopa,AZ,85036,Sewage Effluent,WECC,22,Salt River Project,16572,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,55301,West Phoenix CC4,4606 West Hadley,Phoenix,Maricopa,AZ,85043,Wells,WECC,22,,,,,Electric Utility,1,,,,,,,,
803,55455,Red Hawk,11600 South 363 rd Ave.,Arlintgon,Maricopa,AZ,85322,Municipal,WECC,22,Salt River Project,16572,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,55522,Sundance,2060 Sundance Road,Casa Grande,Pinal,AZ,85228,Municipality,WECC,22,Western Area Power Administration,27000,CO,RE,Electric Utility,1,N,,N,,N,,N,
803,55840,Saguaro Combustion Turbine 3,Mail Post 228,Red Rock,Pinal,AZ,85245,Wells,WECC,22,,,,,Electric Utility,1,,,,,,,,
803,55955,West Phoenix CC5,4606 West Hadley,Phoenix,Maricopa,AZ,85043,Wells,WECC,22,,,,,Electric Utility,1,,,,,,,,
803,56228,Prescott Airport,Melville Road,Prescott,Yavapai,AZ,86301,,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,57324,Luke Solar,6476 N. Ammo Rd.,Glendale,Maricopa,AZ,85309,,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,57560,Chino Solar Valley,Not Known Yet,Chino Valley,Yavapai,AZ,86363,,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,57561,Cotton Center Solar,45625 S Old US 80,Gila Bend,Maricopa,AZ,85337,,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,57562,Paloma Solar,46700 S Old US 80,Gila Bend,Maricopa,AZ,85337,,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
803,57563,Hyder Solar,Ave 76 East and Palmas Hyder R,Hyder,Yuma,AZ,85333,,WECC,22,Arizona Public Service Co,803,AZ,RE,Electric Utility,1,N,,N,,N,,N,
807,201,Thomas Fitzhugh,PO Box 78,Ozark,Franklin,AR,72949,Arkansas River,SPP,22,Southwestern Electric Power Co,17698,OH,RE,Electric Utility,1,N,,N,,N,,N,
807,202,Carl Bailey,PO Box 503,Augusta,Woodruff,AR,72006,White River,SERC,22,Entergy Arkansas Inc,814,AR,RE,Electric Utility,1,N,,N,,N,,N,
807,203,McClellan,PO Box 187,Camden,Ouachita,AR,71701,Ouachita River,SERC,22,Entergy Arkansas Inc,814,AR,RE,Electric Utility,1,N,,N,,N,,N,
807,7040,Ellis,Hwy 59,Van Buren,Crawford,AR,72956,Arkansas River,SPP,22,Southwestern Electric Power Co,17698,OH,RE,Electric Utility,1,N,,N,,N,,Y,SPP
