UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVAREA
4447,50859,Lancaster County Resource Recovery,Lancaster,PA,17502,"Municipality, Waste",MAAC,22,Metropolitan Edison Co
4458,10012,Covanta Warren Energy,Warren,NJ,7863,Wells,MAAC,22,Jersey Central Power & Lt Co
4464,55084,Crockett Cogen Project,Contra Costa,CA,94525,N/A,WECC,22,Pacific Gas & Electric Co
4468,54985,Crestwood Dothan,Houston,AL,36303,Municipality,SERC,22,Dothan City of
4474,50648,Covanta Bristol Energy,Hartford,CT,6010,Cooling,NPCC,22,Connecticut Light & Power Co
4476,50630,Covanta Marion Inc,Marion,OR,97305,Wells,WECC,22,Portland General Electric Company
4482,50629,Covanta Lake County Energy,Lake,FL,34762,Wells,FRCC,22,Progress Energy Florida Inc
4484,50649,Covanta Babylon Energy,Suffolk,NY,11704,Wells,NPCC,22,Long Island Power Authority
4487,50662,Onondaga County Resource Recovery,Onondaga,NY,13078,Air Cooled Condenser,NPCC,562212,Niagara Mohawk Power Corp
4496,50663,Covanta Alexandria/Arlington Energy,Alexandria,VA,22304,Municipality,SERC,562212,Virginia Electric & Power Co
4497,50647,Covanta Indianapolis Energy,Marion,IN,46221,Municipality,ECAR,562212,Indianapolis Power & Light Co
4498,50632,Covanta Stanislaus Energy,Stanislaus,CA,95313,Wells,WECC,22,Pacific Gas & Electric Co
4508,1024,Crawfordsville,Montgomery,IN,47933,Wells/Cooling Tower,ECAR,22,
4527,2231,Crete,Saline,NE,68333,Municipality,MRO,22,
4538,752,Warwick,Worth,GA,31796,Lake Blackshear,SERC,22,
4538,753,Crisp Plant,Worth,GA,31796,Lake Blackshear,SERC,22,
4546,10404,Webster Facility,Worcester,MA,1570,,NPCC,314,Massachusetts Electric Co
4558,10020,Cutrale Citrus Juices USA,Lake,FL,34748,Wells,FRCC,311,City of Leesburg
4558,10188,Cutrale Citrus Juices USA,Polk,FL,33823,Wells,FRCC,311,Tampa Electric Co
4562,7497,Croswell,Sanilac,MI,48422,Wells/Municipality,ECAR,22,
4566,54515,Crotched Mountain Rehabilitation Center,Hillsborough,NH,3047,,NPCC,622,Public Service Co of NH
4574,10283,Berg Lumber,Fergus,MT,59457,,WECC,321,NorthWestern Energy
4579,54297,Coram Energy LLC,Kern,CA,93561,,WECC,22,Southern California Edison Co
4579,54298,Coram Energy LLC (ECT),Kern,CA,93561,N/A,WECC,22,Southern California Edison Co
4579,54299,Coram Energy LLC,Kern,CA,93561,N/A,WECC,22,Southern California Edison Co
4579,54300,CTV Power Purchase Contract Trust,Kern,CA,93561,,WECC,22,Southern California Edison Co
4580,10606,Georgia Pacific Crossett,Ashley,AR,71635,Saline River,SERC,322122,Entergy Arkansas Inc
4604,1821,Crystal Falls,Iron,MI,49920,Paint River,ECAR,22,
4619,3823,West Spring Street,Culpeper,VA,22701,Municipality,SERC,22,
4619,56367,Electric Avenue,Culpeper,VA,22701,,SERC,22,
4627,4112,Cumberland,Barron,WI,54829,Wells,MRO,22,
4660,54677,CII Carbon LLC,St Bernard,LA,70043,Mississippi River,SERC,325,Entergy Louisiana Inc
4661,2232,Curtis,Frontier,NE,69025,Municipality/ Wells,MRO,22,
4664,10616,Milford Power LP,Hunterdon,NJ,8848,Delaware River/Well,MAAC,322122,Jersey Central Power & Lt Co
4667,2975,Cushing,Payne,OK,74023,Municipality,SPP,22,
4668,55613,CPV Gulfcoast,Manatee,FL,34221,Wells/ Upper Floriden Aquifer,FRCC,22,Florida Power & Light Company
4686,56014,Terrapin Power Project,Chatham,GA,31401,Savannah POTW,SERC,22,Savannah Electric & Power Co
4693,55814,CPV Cunningham Creek,Fluvanna,VA,22963,Municipal,SERC,22,Virginia Electric & Power Co
4694,55939,"CPV Warren, LLC",Warren,VA,22630,Municipal,SERC,22,Virginia Electric & Power Co
4712,50945,D R Johnson Lumber,Douglas,OR,97503,N/A,WECC,321,Power Resources Cooperative
4713,52036,Yough Hydro Power,Somerset,PA,15424,Youghiogheny River Lake,MAAC,22,Pennsylvania Electric Co
4715,3976,Gordon,Douglas,WI,54838,Cooling Towers,MRO,22,
4715,7058,Solon Diesel,Douglas,WI,54873,Wells,MRO,22,
4716,4140,Alma,Buffalo,WI,54610,Mississippi River,MRO,22,
4716,4142,Flambeau,Rusk,WI,54848,Flambeau River,MRO,22,
4716,4143,Genoa,Vernon,WI,54632,Mississippi River,MRO,22,
4716,4271,John P Madgett,Buffalo,WI,54610,Mississippi River,MRO,22,
4716,7863,Elk Mound,Dunn,WI,54739,Wells,MRO,22,
4716,56149,Seven Mile Creek LFG,Eau Claire,WI,54701,well,MRO,22,
4716,56366,Sarona Land Fill,Washburn,WI,54870,well,MRO,22,
4732,54410,DAI Oildale,Kern,CA,93308,Waterwell,WECC,211,Pacific Gas & Electric Co
4735,50280,Dahowa Hydro,Washington,NY,12834,Battenkill River,NPCC,22,National Grid
4767,55770,Dane County Landfill #2 Rodefeld,Dane,WI,53713,,MAIN,22,Madison Gas & Electric Co
4773,50954,Dan River Power Plant,Pittsylvania,VA,24543,Dan River,ECAR,314,Appalachian Power Co
4775,7884,Dakota Magic,Richland,ND,58041,NA,MRO,713,
4794,3825,Pinnacles,Patrick,VA,24053,Dan River,ECAR,22,
4794,56363,New Design,Pittsylvania,VA,24541,Dan River,ECAR,22,
4794,56364,Kentuck,Pittsylvania,VA,24541,Dan River,ECAR,22,
4794,56365,Westover,Pittsylvania,VA,24541,Dan River,ECAR,22,
4823,54409,Dartmouth College Heating Plant,Grafton,NH,3755,Municipal,NPCC,611,Granite State Electric Co
4831,54594,Biosphere 2 Center,Pinal,AZ,85623,,WECC,561,USBIA-San Carlos Project
4836,2233,David City,Butler,NE,68632,Wells,MRO,22,
4919,1135,Dayton,Webster,IA,50530,Municipality,MRO,22,
4922,2847,Frank M Tait,Montgomery,OH,45439,,ECAR,22,
4922,2848,O H Hutchings,Montgomery,OH,45342,Great Miami River,ECAR,22,
4922,2850,J M Stuart,Adams,OH,45101,Ohio River,ECAR,22,
4922,2851,Monument,Montgomery,OH,45402,,ECAR,22,
4922,2852,Sidney,Shelby,OH,45365,,ECAR,22,
4922,2854,Yankee Street,Montgomery,OH,45458,,ECAR,22,
4922,6031,Killen Station,Adams,OH,45144,Ohio River,ECAR,22,
4945,55088,Dearborn Industrial Generation,Wayne,MI,48126,Detroit River,ECAR,22,Detroit Edison Co
4959,7182,Aniak,Bethel,AK,99557,Private Well,ASCC,22,
4966,55068,Maine Independence Station,Penobscot,ME,4401,Penobscot River,NPCC,22,Bangor Hydro-Electric Co
4980,10258,Haw River Hydro,Alamance,NC,27340,Haw River,SERC,22,Duke Energy Corporation
4994,55464,Deer Park Energy Center,Harris,TX,77536,Channel Industrial Water Auth,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
5002,54830,Dekalb Medical Center,De Kalb,GA,30033,,SERC,622,Georgia Power Co
5002,56231,DeKalb Medical Center-Hillandale,De Kalb,GA,30058,,SERC,622,Georgia Power Co
5011,10840,Delano Energy,Kern,CA,93215,Wells,WECC,22,Southern California Edison Co
5015,1969,Delano,Wright,MN,55328,Municipality,MRO,22,
5030,55333,Delta Energy Center,Contra Costa,CA,94565,Delta Diablo Sanitation Dist,WECC,22,Pacific Gas & Electric Co
5033,50395,Georgia-Pacific Corp - Nekoosa Mill,Wood,WI,54469,Wisconsin River,MRO,322122,Wisconsin Power & Light Co
5033,54103,Port Edwards Mill,Wood,WI,54469,Wisconsin River,MRO,322122,Wisconsin Electric Power Co
5036,496,Delta,Delta,CO,81416,Municipality,WECC,22,
5050,10850,Mojave Cogen,Kern,CA,93516,Municipality,WECC,22,Southern California Edison Co
5056,7853,West Receiving,Crawford,IA,51442,N/A,MRO,22,
5060,55039,Delta Person LLC,Bernalillo,NM,87105,Well,WECC,22,Public Service Co of NM
5063,796,Ray Roberts,Denton,TX,76227,Ray Roberts Resevoir,ERCOT,22,
5065,50475,Corpus Christi,Neuces,TX,78460,Municipality,ERCOT,325,AEP Texas Central Company
5068,10081,Strontia Springs Hydro Plant,Douglas,CO,80125,S. Platte River,WECC,22,Public Service Co of Colorado
5068,10421,Dillon Hydro Plant,Summit,CO,80435,Blue River,WECC,22,Public Service Co of Colorado
5068,10422,Williams Fork Hydro Plant,Grand,CO,80468,Kitchen Creek,WECC,22,"Mountain Parks Electric, Inc"
5068,10423,North Fork Hydro Plant,Park,CO,80448,North Fork River,WECC,22,Intermountain Rural Elec Assn
5068,10424,Gross Hydro Plant,Jefferson,CO,80471,Sawmill Gulch,WECC,22,Public Service Co of Colorado
5068,54142,Hillcrest Pump Station,Jefferson,CO,80237,Cherry Creek Lake,WECC,22,Public Service Co of Colorado
5084,7962,Warren F Sam Beasley Generation Station,Kent,DE,19977,Smyrna Municipal Water,MAAC,22,
5089,50932,Des Moines Wastewater Reclamation Fac,Polk,IA,50317,Municipality,MRO,22132,MidAmerican Energy Co
5091,50927,Derst Baking,Chatham,GA,31405,Well,SERC,311,Savannah Electric & Power Co
5093,10162,Whitewater Hydro Plant,Riverside,CA,92262,Colorado Aqueduct,WECC,22,Southern California Edison Co
5097,2234,Deshler,Thayer,NE,68340,Wells,MRO,22,
5107,1822,Mistersky,Wayne,MI,48209,Detroit River,ECAR,22,
5109,1725,Colfax,Livingston,MI,48836,N/A,ECAR,22,
5109,1726,Conners Creek,Wayne,MI,48214,Detroit River,ECAR,22,
5109,1727,Dayton,Wayne,MI,48111,N/A,ECAR,22,
5109,1728,Delray,Wayne,MI,48209,Detroit River,ECAR,22,
5109,1729,Fermi,Monroe,MI,48166,Lake Erie,ECAR,22,
5109,1730,Hancock,Oakland,MI,48390,N/A,ECAR,22,
5109,1731,Harbor Beach,Huron,MI,48441,Lake Huron,ECAR,22,
5109,1732,Marysville,St Clair,MI,48040,St Clair River,ECAR,22,
5109,1733,Monroe,Monroe,MI,48161,Raisin River,ECAR,22,
5109,1734,Northeast,Macomb,MI,48091,N/A,ECAR,22,
5109,1735,Oliver,Huron,MI,48755,N/A,ECAR,22,
5109,1737,Placid 12,Oakland,MI,48346,N/A,ECAR,22,
5109,1739,Putnam,Tuscola,MI,48744,N/A,ECAR,22,
5109,1740,River Rouge,Wayne,MI,48218,N/A,ECAR,22,
5109,1741,Slocum,Wayne,MI,48183,N/A,ECAR,22,
5109,1743,St Clair,St Clair,MI,48054,St Clair River,ECAR,22,
5109,1744,Superior,Washtenaw,MI,48197,N/A,ECAR,22,
5109,1745,Trenton Channel,Wayne,MI,48183,Trenton Channel,ECAR,22,
5109,1746,Wilmot,Tuscola,MI,48729,N/A,ECAR,22,
5109,6034,Belle River,St Clair,MI,48054,St Clair River,ECAR,22,
5109,6035,Greenwood,St Clair,MI,48006,Cooling Pond,ECAR,22,
5111,1970,Detroit Lakes,Becker,MN,56501,N/A,MRO,22,
5131,55001,DIMON International Inc Kinsto,Lenoir,NC,28502,,SERC,3122,City of Kinston
5137,55858,Desert Power LP,Tooele,UT,84029,Cooling/Well Water,WECC,22,PacifiCorp
5151,10815,Difwind Farms Ltd VII,Alameda,CA,95391,N/A,WECC,22,Pacific Gas & Electric Co
5155,56194,City of Dike Power Plant,Grundy,IA,50624,N/A,MAIN,22,
5164,10070,Foothills Hydro Plant,Denver,CO,80125,S. Platte River,WECC,22,Intermountain Rural Elec Assn
5165,54687,Difwind Farms Ltd VIII,Kern,CA,93501,N/A,WECC,22,Southern California Edison Co
5178,54766,Boydton Plank Road Cogen Plant,Dinwiddie,VA,23803,N/A,SERC,22,Virginia Electric & Power Co
5187,50938,Galesville Project,Douglas,OR,97410,Cow Creek,WECC,22,PacifiCorp
5189,10257,Diamond Walnut,San Joaquin,CA,95205,Municipality,WECC,111,Pacific Gas & Electric Co
5199,55278,Beaver Creek Gas Plant,Fremont,WY,82501,Well,WECC,211,"High Plains Power, Inc"
5221,566,Millstone,New London,CT,6385,Long Island Sound,NPCC,22,Connecticut Light & Power Co
5226,10526,Dodge Falls Associates,Grafton,NH,3740,Connecticut River,NPCC,22,Green Mountain Power Corp
5232,10613,Domtar - Woodland Mill,Washington,ME,4694,Treated Surface water,NPCC,322122,Eastern Maine Electric Coop
5252,54722,Buffalo Paperboard,Niagara,NY,14094,Municipality,NPCC,32213,New York State Elec & Gas Corp
5259,55199,Elwood Energy LLC,Will,IL,60421,,MAIN,22,Commonwealth Edison Co
5262,54104,Ashdown,Little River,AR,71822,Millwood Lake,SPP,322122,Southwestern Electric Power Co
5269,876,Kincaid Generation LLC,Christian,IL,62540,Sangchris Lake,MAIN,22,Central Illinois Pub Serv Co
5273,55691,Wellton Mohawk Generating Facility,Yuma,AZ,85356,Wellton-Mohawk Irr &Drain Dist,WECC,22,Western Area Power Administration
5277,54795,Domino Sugar Baltimore,Baltimore City,MD,21230,Municipality (Baltimore City),MAAC,311,Baltimore Gas & Electric Co
5302,55227,Hardinsburg Electric Generating Station,Dreckerridge,KY,40143,,ECAR,22,Big Rivers Electric Corp
5302,55228,Greenville Electric Generating Station,Darke,OH,45331,,ECAR,22,Dayton Power & Light Co
5302,55229,Montpelier Electric Generating Station,Wells,IN,46781,,ECAR,22,Indiana Michigan Power Co
5302,55247,Darby Electric Generating Station,Pickaway,OH,43143,,ECAR,22,Dayton Power & Light Co
5302,55248,Tait Electric Generating Station,Montgomery,OH,45439,,ECAR,22,Dayton Power & Light Co
5302,55384,Harrod Electric Generating Station,Allen,OH,45850,,ECAR,22,AEP Generating Company
5302,55385,Fairmount Electric Generating,Grant,IN,46938,,ECAR,22,AEP Generating Company
5310,52019,Doswell Energy Center,Hanover,VA,23005,Air Cooling System,SERC,22,Virginia Electric & Power Co
5315,54266,Downtown Cogeneration Associates,Hartford,CT,6103,,NPCC,22,Connecticut Light & Power Co
5321,56076,ABC Coke,Jefferson,AL,35217,Municipality,SERC,324,Alabama Power Co
5326,3886,Wells,Douglas,WA,98846,Columbia River,WECC,22,
5336,2914,Dover,Tuscarawas,OH,44622,Tuscarawas River,ECAR,22,
5338,52120,Dow Chemical Texas Operation,Brazoria,TX,77541,Gulf Of Mexico & Brazos River,ERCOT,325,"CenterPoint Energy Houston Electric, LLC"
5338,56152,Freeport Energy Center,Brazoria,TX,77541,Gulf Of Mexico & Brazos River,ERCOT,325,Reliant Energy Retail Services
5343,1823,Dowagiac,Cass,MI,49047,,ECAR,22,
5347,52005,Plaquemine Operations,Iberville,LA,70764,Mississippi River,SERC,325188,Entergy Gulf States Inc
5347,52006,LaO Energy Systems,Iberville,LA,70764,"Wells, Mississippi River",SERC,325,Entergy Gulf States Inc
5352,50152,Dow St Charles Operations,St Charles,LA,70057,Mississippi River,SERC,325,Entergy Louisiana Inc
5359,55244,Doyle Generating Facility,Walton,GA,30656,Municipality,SERC,22,Walton Electric Member Corp
5361,55850,Duke Energy Baker LLC,Baker,GA,31770,,SERC,22,Georgia Power Co
5374,54676,Oyster Creek Unit VIII,Brazoria,TX,77547,Brazos River,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
5385,54394,Dry Creek Project,Butte,ID,83244,N/A,WECC,22,PacifiCorp
5393,55282,Arlington Valley Energy Facility,Maricopa,AZ,85322,Well,WECC,22,Arizona Public Service Co
5396,55516,Fayette Energy Facility,Fayette,PA,15461,Monongahela River,ECAR,22,West Penn Power Co
5405,55378,Washoe Energy Facility,Washoe,NV,89442,Dodge Flat Groundwater Basin,WECC,22,Sierra Pacific Power Co
5408,55483,Knox Generating Station,Knox,IN,47597,N/A,ECAR,22,PSI Energy Inc
5409,55398,Metcalfe Generating Station,Metcalfe,KY,42166,Municipal,SERC,22,Tennessee Valley Authority
5410,55784,Knox II Generating Station,Knox,IN,47597,,ECAR,22,PSI Energy Inc
5416,2718,G G Allen,Gaston,NC,28012,Catawba River,SERC,22,
5416,2719,Bridgewater,Burke,NC,28655,Catawba River,SERC,22,
5416,2720,Buck,Rowan,NC,28145,Yadkin River,SERC,22,
5416,2721,Cliffside,Cleveland,NC,28024,Broad River And Cooling Towers,SERC,22,
5416,2722,Cowans Ford,Lincoln,NC,28164,Catawba River,SERC,22,
5416,2723,Dan River,Rockingham,NC,27288,Dan River,SERC,22,
5416,2726,Lookout Shoals,Iredell,NC,28625,Catawba River,SERC,22,
5416,2727,Marshall,Catawba,NC,28682,Lake Norman,SERC,22,
5416,2728,Mountain Island,Gaston,NC,28120,Catawba River,SERC,22,
5416,2729,Oxford,Catawba,NC,28613,Catawba River,SERC,22,
5416,2730,Rhodhiss,Caldwell,NC,28667,Catawba River,SERC,22,
5416,2732,Riverbend,Gaston,NC,28120,Catawba River,SERC,22,
5416,2736,Tuxedo,Henderson,NC,28731,Green River,SERC,22,
5416,2741,Bear Creek,Jackson,NC,28783,East Fork Of Tuckasegee River,SERC,22,
5416,2743,Cedar Cliff,Jackson,NC,28783,East Fork Of Tuckasegee River,SERC,22,
5416,2745,Franklin,Macon,NC,28734,Little Tennessee River,SERC,22,
5416,2746,Mission,Clay,NC,28906,Hiwassee River,SERC,22,
5416,2747,Nantahala,Macon,NC,28781,Nantahala River,SERC,22,
5416,2749,Tennessee Creek,Jackson,NC,28783,East Fork Of Tuckasegee River,SERC,22,
5416,2750,Thorpe,Jackson,NC,28783,West Fork Of Tuckasegee River,SERC,22,
5416,2751,Tuckasegee,Jackson,NC,28783,West Fork Of Tuckasegee River,SERC,22,
5416,3254,Buzzard Roost,Greenwood,SC,29037,Saluda River,SERC,22,
5416,3255,Cedar Creek,Lancaster,SC,29055,Catawba River,SERC,22,
5416,3256,Dearborn,Chester,SC,29055,Catawba River,SERC,22,
5416,3257,Fishing Creek,Chester,SC,29055,Catawba River,SERC,22,
5416,3258,Gaston Shoals,Cherokee,SC,29702,Broad River,SERC,22,
5416,3259,Great Falls,Chester,SC,29055,Catawba River,SERC,22,
5416,3262,Jocassee,Pickens,SC,29676,Keowee River,SERC,22,
5416,3264,W S Lee,Anderson,SC,29697,Saluda River And Cooling Tower,SERC,22,
5416,3265,Oconee,Oconee,SC,29672,Keowee River,SERC,22,
5416,3266,Rocky Creek,Fairfield,SC,29055,Catawba River,SERC,22,
5416,3270,Wateree,Kershaw,SC,29130,Catawba Wateree River,SERC,22,
5416,3271,Wylie,York,SC,29708,Catawba River,SERC,22,
5416,3272,99 Islands,Cherokee,SC,29702,Broad River,SERC,22,
5416,6036,Catawba,York,SC,29745,Lake Wylie,SERC,22,
5416,6038,McGuire,Mecklenburg,NC,28078,Lake Norman,SERC,22,
5416,6438,Queens Creek,Macon,NC,28781,Queens Creek,SERC,22,
5416,6517,Keowee,Pickens,SC,29672,Keowee River,SERC,22,
5416,7125,Bad Creek,Oconee,SC,29676,Lake Jocassee - Bad Creek,SERC,22,
5416,7277,Lincoln Combustion,Lincoln,NC,28164,Killian Creek,SERC,22,
5416,7981,Mill Creek,Cherokee,SC,29702,Mill Creek,SERC,22,
5416,8042,Belews Creek,Stokes,NC,27052,Belews Lake,SERC,22,
5421,55424,Vigo Energy Facility,Vigo,IN,47885,Wabash River,ECAR,22,PSI Energy Inc
5423,55235,Bollinger Generating Station,Bollinger,MO,63764,N/A,SPP,22,Duke Energy Corporation
5428,55736,Hanging Rock Energy Facility,Lawrence,OH,45638,Ohio River,ECAR,22,Ohio Power Co
5436,55371,Ruston Generating Facility,Lincoln,LA,71270,Well,SERC,22,Duke Energy Corporation
5437,55746,Trimble,Trimble,KY,40045,Ohio River,ECAR,22,"Shelby Energy Co-op, Inc"
5439,55751,Stephens Energy Facility,Stephens,OK,73534,City Of Duncan,SPP,22,American Electric Power Co Inc
5440,55236,Lee Energy Facility,Lee,IL,61021,Well,MAIN,22,Commonwealth Edison Co
5441,55750,Orleans Energy Facility,Burke,LA,70112,Mississippi River,SERC,22,"Entergy Power, Inc"
5443,55825,Wythe Energy Facility,Wythe,VA,24360,,ECAR,22,Appalachian Power Co
5445,55397,Washington Energy Facility,Washington,OH,45715,Muskingum River,ECAR,22,Ohio Power Co
5447,55669,Duke Energy Homochitto LLC,Homoshitto,MS,39647,Homoshitto River,SERC,22,Entergy Gulf States Inc
5460,54948,Fullerton,Andrews,TX,79714,,ERCOT,324,TXU Electric Delivery Company
5463,54798,Duraco Products,Cook,IL,60107,,MAIN,326,Commonwealth Edison Co
5468,55660,Leavenworth Energy Facility,Leaveworth,KS,66043,Wells,SPP,22,Kansas City Power & Light Co
5473,54428,Durango Georgia Paper,Camden,GA,31558,Upper Floridan Aquifer,SERC,322122,Georgia Power Co
5474,55468,Duke Energy Fort Pierce LLC,St Loucie,FL,34981,Aquifer- Floridan,FRCC,22,Florida Power & Light Company
5476,55806,Frederick Energy Facility,Frederick,MD,21703,TBA,ECAR,22,Allegany Power
5478,55681,Duke Energy Curry,Curry,NM,88101,-,WECC,22,El Paso Electric Company
5482,54870,Durgin & Crowell Lumber,Sullivan,NH,3284,N/A,NPCC,321,Public Service Co of NH
5483,54987,Woodridge Greene Valley Treatment Plant,Du Page,IL,60517,Treated Wastewater,MAIN,2213,Commonwealth Edison Co
5490,55253,Crete Energy Park,Will,IL,60417,,MAIN,22,Commonwealth Edison Co
5499,54531,Stingray Facility,Cameron,LA,70631,N/A,SERC,324,"Jefferson Davis Elec Coop, Inc"
5502,55786,PPL Edgewood Energy LLC,Suffolk,NY,11717,Municipality,NPCC,22,Long Island Power Authority
5507,259,Morro Bay Power Plant,San Luis Obispo,CA,93442,Morro Bay,WECC,22,Pacific Gas & Electric Co
5507,260,Moss Landing Power Plant,Monterey,CA,95039,Moss Landing Harbor,WECC,22,Pacific Gas & Electric Co
5507,310,South Bay Power Plant,San Diego,CA,91911,San Diego Bay,WECC,22,San Diego Gas & Electric Co
5507,6211,Oakland Power Plant,Alameda,CA,94607,N/A,WECC,22,Pacific Gas & Electric Co
5511,2480,Danskammer Generating Station,Orange,NY,12550,Hudson River,NPCC,22,Central Hudson Gas & Elec Corp
5511,8006,Roseton Generating Station,Orange,NY,12550,Hudson River,NPCC,22,Central Hudson Gas & Elec Corp
5517,889,Baldwin Energy Complex,Randolph,IL,62217,Baldwin Lake,MAIN,22,Illinois Power Co
5517,891,Havana,Mason,IL,62644,Illinois River,MAIN,22,Central Illinois Pub Serv Co
5517,892,Hennepin Power Station,Putnam,IL,61327,Illinois River,MAIN,22,Illinois Power Co
5517,894,Oglesby,La Salle,IL,61348,Municipality,MAIN,22,Illinois Power Co
5517,895,Stallings,Madison,IL,62040,Municipality,MAIN,22,Illinois Power Co
5517,897,Vermilion,Vermilion,IL,61858,Vermillion Reservoir,MAIN,22,Illinois Power Co
5517,898,Wood River,Madison,IL,62002,Mississippi River,MAIN,22,Illinois Power Co
5517,7760,Tilton,Vermilion,IL,61833,Municipality,MAIN,22,Illinois Power Co
5519,50627,ExxonMobil Oil Joliet Refinery,Will,IL,60410,Desplaines River,MAIN,32411,Commonwealth Edison Co
5528,55718,DTE East China LLC,St Clair,MI,48054,N/A,ECAR,22,Detroit Edison Co
5529,6220,Durant,Cedar,IA,52747,Wells,MAIN,22,
5530,10805,Kenilworth Energy Facility,Union,NJ,7033,Well,MAAC,22,Public Service Elec & Gas Co
5532,55951,Agua Mansa Power Plant,San Bernardino,CA,92324,Reclaimed Municipal Wastewater,WECC,22,City of Colton
5533,10776,E F Oxnard Energy Facility,Ventura,CA,93030,Well,WECC,22,Southern California Edison Co
5534,54887,DSM Pharmaceuticals,Pitt,NC,27835,N/A,SERC,325,Greenville Utilities Comm
5543,10788,Belle West Virginia Plant,Kanawha,WV,25015,Kanawha River,ECAR,32512,Appalachian Power Co
5543,10789,Sabine River Works,Orange,TX,77631,Sabine River Authority,SERC,325211,Entergy Gulf States Inc
5543,10797,Old Hickory Plant,Davison,TN,37138,Old Hickory Lake,SERC,325211,Tennessee Valley Authority
5561,55848,East Altamont Energy Center,Alameda County,CA,95376,Municipality,WECC,22,Pacific Gas & Electric Co
5563,7865,Earlville,Delaware,IA,52041,Municipality,MRO,22,
5569,55831,McAllen Energy Facility,Hidalgo,TX,78503,,ERCOT,22,
5571,376,Pardee,Calaveras,CA,95252,Pardee Reservoir,WECC,22,
5571,537,Camanche,San Joaquin,CA,95227,Comanche Reservoir,WECC,22,
5571,56036,WWTP Power Generation Station,Alameda,CA,94607,WWTP and Potable water,WECC,22,
5580,54,J K Smith,Clark,KY,40391,Kentucky River,SERC,22,
5580,1384,Cooper,Pulaski,KY,42501,Cumberland Lake,SERC,22,
5580,1385,Dale,Clark,KY,40391,Kentucky River,SERC,22,
5580,6041,H L Spurlock,Mason,KY,41056,Wells/Ohio River,SERC,22,
