,Plant Name,Plant State,Primary Mover,AER Fuel Code,m,b,Rsq,Std Error
0,Bankhead Dam,AL,HY,HYC,,,,
1,Walter Bouldin Dam,AL,HY,HYC,,,,
2,H Neely Henry Dam,AL,HY,HYC,,,,
3,Holt Dam,AL,HY,HYC,,,,
4,Jordan Dam,AL,HY,HYC,,,,
5,Logan Martin Dam,AL,HY,HYC,,,,
6,Lay Dam,AL,HY,HYC,,,,
7,Martin Dam,AL,HY,HYC,,,,
8,Mitchell Dam,AL,HY,HYC,,,,
9,Lewis Smith Dam,AL,HY,HYC,,,,
10,Thurlow Dam,AL,HY,HYC,,,,
11,Weiss Dam,AL,HY,HYC,,,,
12,Yates Dam,AL,HY,HYC,,,,
13,Millers Ferry,AL,HY,HYC,,,,
14,Guntersville,AL,HY,HYC,,,,
15,Wheeler Dam,AL,HY,HYC,,,,
16,Gantt,AL,HY,HYC,,,,
17,Point A,AL,HY,HYC,,,,
18,Bartletts Ferry,AL,HY,HYC,,,,
19,Goat Rock,AL,HY,HYC,,,,
20,Langdale,AL,HY,HYC,,,,
21,Jones Bluff,AL,HY,HYC,,,,
22,Harris Dam,AL,HY,HYC,,,,
23,Wilson Dam,AL,HY,HYC,,,,
24,Barry,AL,CA,NG,,,,
25,McWilliams,AL,CA,NG,,,,
26,Washington County Cogeneration Facility,AL,CA,NG,,,,
27,General Electric Plastic,AL,CA,NG,,,,
28,H Allen Franklin Combined Cycle,AL,CA,NG,0.03622798366347388,-70.88574342757764,0.01950759513873541,0.11486280326327472
29,Theodore Cogen Facility,AL,CA,NG,,,,
30,E B Harris Electric Generating Plant,AL,CA,NG,-0.005022577797209849,12.084926185690838,0.0006940944178358396,0.11002870367610229
31,International Paper Riverdale Mill,AL,CA,NG,,,,
32,ExxonMobil Mobile Bay Onshore,AL,CA,NG,1.6738148488769404,-3362.840216330968,0.6590452695520018,0.6950843742170814
33,Hog Bayou Energy Center,AL,CA,NG,,,,
34,Decatur Energy Center,AL,CA,NG,0.9146494611407878,-1838.1163322083096,0.4214439175441584,0.7577789233274782
35,Morgan Energy Center,AL,CA,NG,-0.21288826813035897,431.1610173573901,0.08474913926803536,0.4039182969162188
36,Tenaska Central Alabama Generating Stn,AL,CA,NG,,,,
37,Tenaska Lindsay Hill Generating Station,AL,CA,NG,,,,
38,Hillabee Energy Center,AL,CA,NG,-0.15957093985929932,324.5117134168871,0.18874032710987756,0.19100325482233413
39,Barry,AL,CA,DFO,,,,
40,McWilliams,AL,CA,DFO,,,,
41,Washington County Cogeneration Facility,AL,CA,DFO,,,,
42,General Electric Plastic,AL,CA,DFO,,,,
43,H Allen Franklin Combined Cycle,AL,CA,DFO,0.03622798366347388,-70.88574342757764,0.01950759513873541,0.11486280326327472
44,Theodore Cogen Facility,AL,CA,DFO,,,,
45,E B Harris Electric Generating Plant,AL,CA,DFO,-0.005022577797209849,12.084926185690838,0.0006940944178358396,0.11002870367610229
46,International Paper Riverdale Mill,AL,CA,DFO,,,,
47,ExxonMobil Mobile Bay Onshore,AL,CA,DFO,1.6738148488769404,-3362.840216330968,0.6590452695520018,0.6950843742170814
48,Hog Bayou Energy Center,AL,CA,DFO,,,,
49,Decatur Energy Center,AL,CA,DFO,0.9146494611407878,-1838.1163322083096,0.4214439175441584,0.7577789233274782
50,Morgan Energy Center,AL,CA,DFO,-0.21288826813035897,431.1610173573901,0.08474913926803536,0.4039182969162188
51,Tenaska Central Alabama Generating Stn,AL,CA,DFO,,,,
52,Tenaska Lindsay Hill Generating Station,AL,CA,DFO,,,,
53,Hillabee Energy Center,AL,CA,DFO,-0.15957093985929932,324.5117134168871,0.18874032710987756,0.19100325482233413
54,Barry,AL,CA,OTH,,,,
55,McWilliams,AL,CA,OTH,,,,
56,Washington County Cogeneration Facility,AL,CA,OTH,,,,
57,General Electric Plastic,AL,CA,OTH,,,,
58,H Allen Franklin Combined Cycle,AL,CA,OTH,0.03622798366347388,-70.88574342757764,0.01950759513873541,0.11486280326327472
59,Theodore Cogen Facility,AL,CA,OTH,,,,
60,E B Harris Electric Generating Plant,AL,CA,OTH,-0.005022577797209849,12.084926185690838,0.0006940944178358396,0.11002870367610229
61,International Paper Riverdale Mill,AL,CA,OTH,,,,
62,ExxonMobil Mobile Bay Onshore,AL,CA,OTH,1.6738148488769404,-3362.840216330968,0.6590452695520018,0.6950843742170814
63,Hog Bayou Energy Center,AL,CA,OTH,,,,
64,Decatur Energy Center,AL,CA,OTH,0.9146494611407878,-1838.1163322083096,0.4214439175441584,0.7577789233274782
65,Morgan Energy Center,AL,CA,OTH,-0.21288826813035897,431.1610173573901,0.08474913926803536,0.4039182969162188
66,Tenaska Central Alabama Generating Stn,AL,CA,OTH,,,,
67,Tenaska Lindsay Hill Generating Station,AL,CA,OTH,,,,
68,Hillabee Energy Center,AL,CA,OTH,-0.15957093985929932,324.5117134168871,0.18874032710987756,0.19100325482233413
69,Barry,AL,CT,NG,,,,
70,McWilliams,AL,CT,NG,,,,
71,Washington County Cogeneration Facility,AL,CT,NG,,,,
72,General Electric Plastic,AL,CT,NG,,,,
73,H Allen Franklin Combined Cycle,AL,CT,NG,0.03622798366347388,-70.88574342757764,0.01950759513873541,0.11486280326327472
74,Theodore Cogen Facility,AL,CT,NG,,,,
75,E B Harris Electric Generating Plant,AL,CT,NG,-0.005022577797209849,12.084926185690838,0.0006940944178358396,0.11002870367610229
76,International Paper Riverdale Mill,AL,CT,NG,,,,
77,ExxonMobil Mobile Bay Onshore,AL,CT,NG,1.6738148488769404,-3362.840216330968,0.6590452695520018,0.6950843742170814
78,Hog Bayou Energy Center,AL,CT,NG,,,,
79,Tenaska Lindsay Hill Generating Station,AL,CT,NG,,,,
80,Decatur Energy Center,AL,CT,NG,0.9146494611407878,-1838.1163322083096,0.4214439175441584,0.7577789233274782
81,Morgan Energy Center,AL,CT,NG,-0.21288826813035897,431.1610173573901,0.08474913926803536,0.4039182969162188
82,Tenaska Central Alabama Generating Stn,AL,CT,NG,,,,
83,Hillabee Energy Center,AL,CT,NG,-0.15957093985929932,324.5117134168871,0.18874032710987756,0.19100325482233413
84,Barry,AL,CT,DFO,,,,
85,McWilliams,AL,CT,DFO,,,,
86,Washington County Cogeneration Facility,AL,CT,DFO,,,,
87,General Electric Plastic,AL,CT,DFO,,,,
88,H Allen Franklin Combined Cycle,AL,CT,DFO,0.03622798366347388,-70.88574342757764,0.01950759513873541,0.11486280326327472
89,Theodore Cogen Facility,AL,CT,DFO,,,,
90,E B Harris Electric Generating Plant,AL,CT,DFO,-0.005022577797209849,12.084926185690838,0.0006940944178358396,0.11002870367610229
91,International Paper Riverdale Mill,AL,CT,DFO,,,,
92,ExxonMobil Mobile Bay Onshore,AL,CT,DFO,1.6738148488769404,-3362.840216330968,0.6590452695520018,0.6950843742170814
93,Hog Bayou Energy Center,AL,CT,DFO,,,,
94,Tenaska Lindsay Hill Generating Station,AL,CT,DFO,,,,
95,Decatur Energy Center,AL,CT,DFO,0.9146494611407878,-1838.1163322083096,0.4214439175441584,0.7577789233274782
96,Morgan Energy Center,AL,CT,DFO,-0.21288826813035897,431.1610173573901,0.08474913926803536,0.4039182969162188
97,Tenaska Central Alabama Generating Stn,AL,CT,DFO,,,,
98,Hillabee Energy Center,AL,CT,DFO,-0.15957093985929932,324.5117134168871,0.18874032710987756,0.19100325482233413
99,Barry,AL,CT,OTH,,,,
100,McWilliams,AL,CT,OTH,,,,
101,Washington County Cogeneration Facility,AL,CT,OTH,,,,
102,General Electric Plastic,AL,CT,OTH,,,,
103,H Allen Franklin Combined Cycle,AL,CT,OTH,0.03622798366347388,-70.88574342757764,0.01950759513873541,0.11486280326327472
104,Theodore Cogen Facility,AL,CT,OTH,,,,
105,E B Harris Electric Generating Plant,AL,CT,OTH,-0.005022577797209849,12.084926185690838,0.0006940944178358396,0.11002870367610229
106,International Paper Riverdale Mill,AL,CT,OTH,,,,
107,ExxonMobil Mobile Bay Onshore,AL,CT,OTH,1.6738148488769404,-3362.840216330968,0.6590452695520018,0.6950843742170814
108,Hog Bayou Energy Center,AL,CT,OTH,,,,
109,Tenaska Lindsay Hill Generating Station,AL,CT,OTH,,,,
110,Decatur Energy Center,AL,CT,OTH,0.9146494611407878,-1838.1163322083096,0.4214439175441584,0.7577789233274782
111,Morgan Energy Center,AL,CT,OTH,-0.21288826813035897,431.1610173573901,0.08474913926803536,0.4039182969162188
112,Tenaska Central Alabama Generating Stn,AL,CT,OTH,,,,
113,Hillabee Energy Center,AL,CT,OTH,-0.15957093985929932,324.5117134168871,0.18874032710987756,0.19100325482233413
114,Barry,AL,ST,COL,,,,
115,Gadsden,AL,ST,COL,,,,
116,Gorgas,AL,ST,COL,,,,
117,Greene County,AL,ST,COL,,,,
118,E C Gaston,AL,ST,COL,,,,
119,Browns Ferry,AL,ST,COL,,,,
120,Colbert,AL,ST,COL,,,,
121,Widows Creek,AL,ST,COL,,,,
122,Charles R Lowman,AL,ST,COL,,,,
123,Joseph M Farley,AL,ST,COL,,,,
124,James H Miller Jr,AL,ST,COL,,,,
125,Alabama River Pulp,AL,ST,COL,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
126,Georgia Pacific Naheola Mill,AL,ST,COL,,,,
127,International Paper Courtland Mill,AL,ST,COL,,,,
128,Sloss Industries Corp,AL,ST,COL,,,,
129,Mobile Energy Services LLC,AL,ST,COL,,,,
130,Big Escambia Creek,AL,ST,COL,,,,
131,Flomaton Treating Facility,AL,ST,COL,,,,
132,Fairfield Works,AL,ST,COL,,,,
133,International Paper Riverdale Mill,AL,ST,COL,,,,
134,U S Alliance Coosa Pines,AL,ST,COL,,,,
135,Alabama Pine Pulp,AL,ST,COL,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
136,Chunchula Plant 1,AL,ST,COL,,,,
137,District 100 Transco Gas Pipe Line,AL,ST,COL,,,,
138,M C Dixon Lumber,AL,ST,COL,,,,
139,Weyerhaeuser Pine Hill Operations,AL,ST,COL,,,,
140,Rock-Tenn Mill,AL,ST,COL,,,,
141,Georgia Pacific Brewton Mill,AL,ST,COL,,,,
142,Mead Coated Board,AL,ST,COL,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
143,Mary Ann Gas Plant,AL,ST,COL,,,,
144,Boise Cascade Pulp & Paper Mill,AL,ST,COL,,,,
145,ABC Coke,AL,ST,COL,,,,
146,International Paper Prattville Mill,AL,ST,COL,,,,
147,Southern Pines,AL,ST,COL,,,,
148,Georgia-Pacific Brewton Mill,AL,ST,COL,,,,
149,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,COL,,,,
150,Westervelt Moundville Cogen,AL,ST,COL,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
151,Barry,AL,ST,DFO,,,,
152,Gadsden,AL,ST,DFO,,,,
153,Gorgas,AL,ST,DFO,,,,
154,Greene County,AL,ST,DFO,,,,
155,E C Gaston,AL,ST,DFO,,,,
156,Browns Ferry,AL,ST,DFO,,,,
157,Colbert,AL,ST,DFO,,,,
158,Widows Creek,AL,ST,DFO,,,,
159,Charles R Lowman,AL,ST,DFO,,,,
160,Joseph M Farley,AL,ST,DFO,,,,
161,James H Miller Jr,AL,ST,DFO,,,,
162,Alabama River Pulp,AL,ST,DFO,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
163,Georgia Pacific Naheola Mill,AL,ST,DFO,,,,
164,International Paper Courtland Mill,AL,ST,DFO,,,,
165,Sloss Industries Corp,AL,ST,DFO,,,,
166,Mobile Energy Services LLC,AL,ST,DFO,,,,
167,Big Escambia Creek,AL,ST,DFO,,,,
168,Flomaton Treating Facility,AL,ST,DFO,,,,
169,Fairfield Works,AL,ST,DFO,,,,
170,International Paper Riverdale Mill,AL,ST,DFO,,,,
171,U S Alliance Coosa Pines,AL,ST,DFO,,,,
172,Alabama Pine Pulp,AL,ST,DFO,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
173,Chunchula Plant 1,AL,ST,DFO,,,,
174,District 100 Transco Gas Pipe Line,AL,ST,DFO,,,,
175,M C Dixon Lumber,AL,ST,DFO,,,,
176,Weyerhaeuser Pine Hill Operations,AL,ST,DFO,,,,
177,Rock-Tenn Mill,AL,ST,DFO,,,,
178,Georgia Pacific Brewton Mill,AL,ST,DFO,,,,
179,Mead Coated Board,AL,ST,DFO,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
180,Mary Ann Gas Plant,AL,ST,DFO,,,,
181,Boise Cascade Pulp & Paper Mill,AL,ST,DFO,,,,
182,ABC Coke,AL,ST,DFO,,,,
183,International Paper Prattville Mill,AL,ST,DFO,,,,
184,Southern Pines,AL,ST,DFO,,,,
185,Georgia-Pacific Brewton Mill,AL,ST,DFO,,,,
186,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,DFO,,,,
187,Westervelt Moundville Cogen,AL,ST,DFO,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
188,Barry,AL,ST,NG,,,,
189,Gadsden,AL,ST,NG,,,,
190,Gorgas,AL,ST,NG,,,,
191,Greene County,AL,ST,NG,,,,
192,E C Gaston,AL,ST,NG,,,,
193,Browns Ferry,AL,ST,NG,,,,
194,Colbert,AL,ST,NG,,,,
195,Widows Creek,AL,ST,NG,,,,
196,Charles R Lowman,AL,ST,NG,,,,
197,Joseph M Farley,AL,ST,NG,,,,
198,James H Miller Jr,AL,ST,NG,,,,
199,Alabama River Pulp,AL,ST,NG,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
200,Georgia Pacific Naheola Mill,AL,ST,NG,,,,
201,International Paper Courtland Mill,AL,ST,NG,,,,
202,Sloss Industries Corp,AL,ST,NG,,,,
203,Mobile Energy Services LLC,AL,ST,NG,,,,
204,Big Escambia Creek,AL,ST,NG,,,,
205,Flomaton Treating Facility,AL,ST,NG,,,,
206,Fairfield Works,AL,ST,NG,,,,
207,International Paper Riverdale Mill,AL,ST,NG,,,,
208,U S Alliance Coosa Pines,AL,ST,NG,,,,
209,Alabama Pine Pulp,AL,ST,NG,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
210,Chunchula Plant 1,AL,ST,NG,,,,
211,District 100 Transco Gas Pipe Line,AL,ST,NG,,,,
212,M C Dixon Lumber,AL,ST,NG,,,,
213,Weyerhaeuser Pine Hill Operations,AL,ST,NG,,,,
214,Rock-Tenn Mill,AL,ST,NG,,,,
215,Georgia Pacific Brewton Mill,AL,ST,NG,,,,
216,Mead Coated Board,AL,ST,NG,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
217,Mary Ann Gas Plant,AL,ST,NG,,,,
218,Boise Cascade Pulp & Paper Mill,AL,ST,NG,,,,
219,ABC Coke,AL,ST,NG,,,,
220,International Paper Prattville Mill,AL,ST,NG,,,,
221,Southern Pines,AL,ST,NG,,,,
222,Georgia-Pacific Brewton Mill,AL,ST,NG,,,,
223,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,NG,,,,
224,Westervelt Moundville Cogen,AL,ST,NG,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
225,Barry,AL,ST,NUC,,,,
226,Gadsden,AL,ST,NUC,,,,
227,Gorgas,AL,ST,NUC,,,,
228,Greene County,AL,ST,NUC,,,,
229,E C Gaston,AL,ST,NUC,,,,
230,Browns Ferry,AL,ST,NUC,,,,
231,Colbert,AL,ST,NUC,,,,
232,Widows Creek,AL,ST,NUC,,,,
233,Charles R Lowman,AL,ST,NUC,,,,
234,Joseph M Farley,AL,ST,NUC,,,,
235,James H Miller Jr,AL,ST,NUC,,,,
236,Alabama River Pulp,AL,ST,NUC,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
237,Georgia Pacific Naheola Mill,AL,ST,NUC,,,,
238,International Paper Courtland Mill,AL,ST,NUC,,,,
239,Sloss Industries Corp,AL,ST,NUC,,,,
240,Mobile Energy Services LLC,AL,ST,NUC,,,,
241,Big Escambia Creek,AL,ST,NUC,,,,
242,Flomaton Treating Facility,AL,ST,NUC,,,,
243,Fairfield Works,AL,ST,NUC,,,,
244,International Paper Riverdale Mill,AL,ST,NUC,,,,
245,U S Alliance Coosa Pines,AL,ST,NUC,,,,
246,Alabama Pine Pulp,AL,ST,NUC,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
247,Chunchula Plant 1,AL,ST,NUC,,,,
248,District 100 Transco Gas Pipe Line,AL,ST,NUC,,,,
249,M C Dixon Lumber,AL,ST,NUC,,,,
250,Weyerhaeuser Pine Hill Operations,AL,ST,NUC,,,,
251,Rock-Tenn Mill,AL,ST,NUC,,,,
252,Georgia Pacific Brewton Mill,AL,ST,NUC,,,,
253,Mead Coated Board,AL,ST,NUC,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
254,Mary Ann Gas Plant,AL,ST,NUC,,,,
255,Boise Cascade Pulp & Paper Mill,AL,ST,NUC,,,,
256,ABC Coke,AL,ST,NUC,,,,
257,International Paper Prattville Mill,AL,ST,NUC,,,,
258,Southern Pines,AL,ST,NUC,,,,
259,Georgia-Pacific Brewton Mill,AL,ST,NUC,,,,
260,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,NUC,,,,
261,Westervelt Moundville Cogen,AL,ST,NUC,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
262,Barry,AL,ST,WWW,,,,
263,Gadsden,AL,ST,WWW,,,,
264,Gorgas,AL,ST,WWW,,,,
265,Greene County,AL,ST,WWW,,,,
266,E C Gaston,AL,ST,WWW,,,,
267,Browns Ferry,AL,ST,WWW,,,,
268,Colbert,AL,ST,WWW,,,,
269,Widows Creek,AL,ST,WWW,,,,
270,Charles R Lowman,AL,ST,WWW,,,,
271,Joseph M Farley,AL,ST,WWW,,,,
272,James H Miller Jr,AL,ST,WWW,,,,
273,Alabama River Pulp,AL,ST,WWW,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
274,Georgia Pacific Naheola Mill,AL,ST,WWW,,,,
275,International Paper Courtland Mill,AL,ST,WWW,,,,
276,Sloss Industries Corp,AL,ST,WWW,,,,
277,Mobile Energy Services LLC,AL,ST,WWW,,,,
278,Big Escambia Creek,AL,ST,WWW,,,,
279,Flomaton Treating Facility,AL,ST,WWW,,,,
280,Fairfield Works,AL,ST,WWW,,,,
281,International Paper Riverdale Mill,AL,ST,WWW,,,,
282,U S Alliance Coosa Pines,AL,ST,WWW,,,,
283,Alabama Pine Pulp,AL,ST,WWW,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
284,Chunchula Plant 1,AL,ST,WWW,,,,
285,District 100 Transco Gas Pipe Line,AL,ST,WWW,,,,
286,M C Dixon Lumber,AL,ST,WWW,,,,
287,Weyerhaeuser Pine Hill Operations,AL,ST,WWW,,,,
288,Rock-Tenn Mill,AL,ST,WWW,,,,
289,Georgia Pacific Brewton Mill,AL,ST,WWW,,,,
290,Mead Coated Board,AL,ST,WWW,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
291,Mary Ann Gas Plant,AL,ST,WWW,,,,
292,Boise Cascade Pulp & Paper Mill,AL,ST,WWW,,,,
293,ABC Coke,AL,ST,WWW,,,,
294,International Paper Prattville Mill,AL,ST,WWW,,,,
295,Southern Pines,AL,ST,WWW,,,,
296,Georgia-Pacific Brewton Mill,AL,ST,WWW,,,,
297,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,WWW,,,,
298,Westervelt Moundville Cogen,AL,ST,WWW,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
299,Barry,AL,ST,RFO,,,,
300,Gadsden,AL,ST,RFO,,,,
301,Gorgas,AL,ST,RFO,,,,
302,Greene County,AL,ST,RFO,,,,
303,E C Gaston,AL,ST,RFO,,,,
304,Browns Ferry,AL,ST,RFO,,,,
305,Colbert,AL,ST,RFO,,,,
306,Widows Creek,AL,ST,RFO,,,,
307,Charles R Lowman,AL,ST,RFO,,,,
308,Joseph M Farley,AL,ST,RFO,,,,
309,James H Miller Jr,AL,ST,RFO,,,,
310,Alabama River Pulp,AL,ST,RFO,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
311,Georgia Pacific Naheola Mill,AL,ST,RFO,,,,
312,International Paper Courtland Mill,AL,ST,RFO,,,,
313,Sloss Industries Corp,AL,ST,RFO,,,,
314,Mobile Energy Services LLC,AL,ST,RFO,,,,
315,Big Escambia Creek,AL,ST,RFO,,,,
316,Flomaton Treating Facility,AL,ST,RFO,,,,
317,Fairfield Works,AL,ST,RFO,,,,
318,International Paper Riverdale Mill,AL,ST,RFO,,,,
319,U S Alliance Coosa Pines,AL,ST,RFO,,,,
320,Alabama Pine Pulp,AL,ST,RFO,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
321,Chunchula Plant 1,AL,ST,RFO,,,,
322,District 100 Transco Gas Pipe Line,AL,ST,RFO,,,,
323,M C Dixon Lumber,AL,ST,RFO,,,,
324,Weyerhaeuser Pine Hill Operations,AL,ST,RFO,,,,
325,Rock-Tenn Mill,AL,ST,RFO,,,,
326,Georgia Pacific Brewton Mill,AL,ST,RFO,,,,
327,Mead Coated Board,AL,ST,RFO,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
328,Mary Ann Gas Plant,AL,ST,RFO,,,,
329,Boise Cascade Pulp & Paper Mill,AL,ST,RFO,,,,
330,ABC Coke,AL,ST,RFO,,,,
331,International Paper Prattville Mill,AL,ST,RFO,,,,
332,Southern Pines,AL,ST,RFO,,,,
333,Georgia-Pacific Brewton Mill,AL,ST,RFO,,,,
334,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,RFO,,,,
335,Westervelt Moundville Cogen,AL,ST,RFO,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
336,Barry,AL,ST,ORW,,,,
337,Gadsden,AL,ST,ORW,,,,
338,Gorgas,AL,ST,ORW,,,,
339,Greene County,AL,ST,ORW,,,,
340,E C Gaston,AL,ST,ORW,,,,
341,Browns Ferry,AL,ST,ORW,,,,
342,Colbert,AL,ST,ORW,,,,
343,Widows Creek,AL,ST,ORW,,,,
344,Charles R Lowman,AL,ST,ORW,,,,
345,Joseph M Farley,AL,ST,ORW,,,,
346,James H Miller Jr,AL,ST,ORW,,,,
347,Alabama River Pulp,AL,ST,ORW,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
348,Georgia Pacific Naheola Mill,AL,ST,ORW,,,,
349,International Paper Courtland Mill,AL,ST,ORW,,,,
350,Sloss Industries Corp,AL,ST,ORW,,,,
351,Mobile Energy Services LLC,AL,ST,ORW,,,,
352,Big Escambia Creek,AL,ST,ORW,,,,
353,Flomaton Treating Facility,AL,ST,ORW,,,,
354,Fairfield Works,AL,ST,ORW,,,,
355,International Paper Riverdale Mill,AL,ST,ORW,,,,
356,U S Alliance Coosa Pines,AL,ST,ORW,,,,
357,Alabama Pine Pulp,AL,ST,ORW,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
358,Chunchula Plant 1,AL,ST,ORW,,,,
359,District 100 Transco Gas Pipe Line,AL,ST,ORW,,,,
360,M C Dixon Lumber,AL,ST,ORW,,,,
361,Weyerhaeuser Pine Hill Operations,AL,ST,ORW,,,,
362,Rock-Tenn Mill,AL,ST,ORW,,,,
363,Georgia Pacific Brewton Mill,AL,ST,ORW,,,,
364,Mead Coated Board,AL,ST,ORW,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
365,Mary Ann Gas Plant,AL,ST,ORW,,,,
366,Boise Cascade Pulp & Paper Mill,AL,ST,ORW,,,,
367,ABC Coke,AL,ST,ORW,,,,
368,International Paper Prattville Mill,AL,ST,ORW,,,,
369,Southern Pines,AL,ST,ORW,,,,
370,Georgia-Pacific Brewton Mill,AL,ST,ORW,,,,
371,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,ORW,,,,
372,Westervelt Moundville Cogen,AL,ST,ORW,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
373,Barry,AL,ST,OTH,,,,
374,Gadsden,AL,ST,OTH,,,,
375,Gorgas,AL,ST,OTH,,,,
376,Greene County,AL,ST,OTH,,,,
377,E C Gaston,AL,ST,OTH,,,,
378,Browns Ferry,AL,ST,OTH,,,,
379,Colbert,AL,ST,OTH,,,,
380,Widows Creek,AL,ST,OTH,,,,
381,Charles R Lowman,AL,ST,OTH,,,,
382,Joseph M Farley,AL,ST,OTH,,,,
383,James H Miller Jr,AL,ST,OTH,,,,
384,Alabama River Pulp,AL,ST,OTH,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
385,Georgia Pacific Naheola Mill,AL,ST,OTH,,,,
386,International Paper Courtland Mill,AL,ST,OTH,,,,
387,Sloss Industries Corp,AL,ST,OTH,,,,
388,Mobile Energy Services LLC,AL,ST,OTH,,,,
389,Big Escambia Creek,AL,ST,OTH,,,,
390,Flomaton Treating Facility,AL,ST,OTH,,,,
391,Fairfield Works,AL,ST,OTH,,,,
392,International Paper Riverdale Mill,AL,ST,OTH,,,,
393,U S Alliance Coosa Pines,AL,ST,OTH,,,,
394,Alabama Pine Pulp,AL,ST,OTH,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
395,Chunchula Plant 1,AL,ST,OTH,,,,
396,District 100 Transco Gas Pipe Line,AL,ST,OTH,,,,
397,M C Dixon Lumber,AL,ST,OTH,,,,
398,Weyerhaeuser Pine Hill Operations,AL,ST,OTH,,,,
399,Rock-Tenn Mill,AL,ST,OTH,,,,
400,Georgia Pacific Brewton Mill,AL,ST,OTH,,,,
401,Mead Coated Board,AL,ST,OTH,0.6447947159795987,-1293.4075045808868,0.4115844998664948,0.18171792288165542
402,Mary Ann Gas Plant,AL,ST,OTH,,,,
403,Boise Cascade Pulp & Paper Mill,AL,ST,OTH,,,,
404,ABC Coke,AL,ST,OTH,,,,
405,International Paper Prattville Mill,AL,ST,OTH,,,,
406,Southern Pines,AL,ST,OTH,,,,
407,Georgia-Pacific Brewton Mill,AL,ST,OTH,,,,
408,Georgia-Pacific Consr Prods LP-Naheola,AL,ST,OTH,,,,
409,Westervelt Moundville Cogen,AL,ST,OTH,0.1301156597974667,-254.1782654510315,0.1994591147566963,0.15049904909020048
410,Barry,AL,ST,MLG,,,,
411,Gadsden,AL,ST,MLG,,,,
412,Gorgas,AL,ST,MLG,,,,
413,Greene County,AL,ST,MLG,,,,
414,E C Gaston,AL,ST,MLG,,,,
415,Browns Ferry,AL,ST,MLG,,,,
416,Colbert,AL,ST,MLG,,,,
417,Widows Creek,AL,ST,MLG,,,,
418,Charles R Lowman,AL,ST,MLG,,,,
419,Joseph M Farley,AL,ST,MLG,,,,
420,James H Miller Jr,AL,ST,MLG,,,,
421,Alabama River Pulp,AL,ST,MLG,-0.44550111816668436,900.4352679872864,0.7100404723398539,0.06531292557440217
422,Georgia Pacific Naheola Mill,AL,ST,MLG,,,,
423,International Paper Courtland Mill,AL,ST,MLG,,,,
424,Sloss Industries Corp,AL,ST,MLG,,,,
425,Mobile Energy Services LLC,AL,ST,MLG,,,,
426,Big Escambia Creek,AL,ST,MLG,,,,
427,Flomaton Treating Facility,AL,ST,MLG,,,,
428,Fairfield Works,AL,ST,MLG,,,,
429,International Paper Riverdale Mill,AL,ST,MLG,,,,
430,U S Alliance Coosa Pines,AL,ST,MLG,,,,
431,Alabama Pine Pulp,AL,ST,MLG,-0.4676642313893668,945.2082674494102,0.7409154919049262,0.06518299135228148
432,Chunchula Plant 1,AL,ST,MLG,,,,
