Year,Plant State,AER Fuel Code,Fuel Consumption MWh
2001,NC,HYC,0.022379415114157593
2001,NC,COL,0.5987826739286674
2001,NC,DFO,0.00450371027920598
2001,NC,NG,0.013960014156942223
2001,NC,NUC,0.32940774402249995
2001,NC,RFO,0.002681005251802821
2001,NC,MLG,0.0018481336386085658
2001,NC,PC,0.0
2001,NC,SUN,0.0
2001,NC,HPS,0.0006814356191493489
2001,NC,GEO,0.0
2001,NC,ORW,0.00024563128594243635
2001,NC,OTH,0.0018213918137584687
2001,NC,WOO,1.0607537512606553e-05
2001,NC,WWW,0.02367019387958905
2001,NC,WND,0.0
2001,NC,OOG,8.043472164046818e-06
2001,NC,WOC,0.0
2001,IA,HYC,0.019576433848615373
2001,IA,COL,0.8596507038978732
2001,IA,DFO,0.002768003778237698
2001,IA,NG,0.01344962745456326
2001,IA,NUC,0.09018269043118178
2001,IA,RFO,0.0
2001,IA,MLG,0.0022901440543712953
2001,IA,PC,0.00010195118366550765
2001,IA,SUN,0.0
2001,IA,HPS,0.0
2001,IA,GEO,0.0
2001,IA,ORW,0.0004871172858772752
2001,IA,OTH,0.00019284474374399094
2001,IA,WOO,0.0
2001,IA,WWW,0.0
2001,IA,WND,0.011300483321870614
2001,IA,OOG,0.0
2001,IA,WOC,0.0
2001,MI,HYC,0.013274169395271844
2001,MI,COL,0.5818356249925257
2001,MI,DFO,0.001692241826223427
2001,MI,NG,0.10066829401101839
2001,MI,NUC,0.23174793070876154
2001,MI,RFO,0.0061749678115963465
2001,MI,MLG,0.006927821153846576
2001,MI,PC,8.72041349962238e-06
2001,MI,SUN,0.0
2001,MI,HPS,0.03379186304326286
2001,MI,GEO,0.0
2001,MI,ORW,0.00028775703833937695
2001,MI,OTH,0.002115079082707992
2001,MI,WOO,0.0
2001,MI,WWW,0.021436771730923416
2001,MI,WND,2.4024232673440723e-06
2001,MI,OOG,3.6356368755233884e-05
2001,MI,WOC,0.0
2001,MS,HYC,0.0
2001,MS,COL,0.36561956264652073
2001,MS,DFO,0.0007546463297080351
2001,MS,NG,0.3027941746360142
2001,MS,NUC,0.19474189219615423
2001,MS,RFO,0.10250632847582139
2001,MS,MLG,0.0
2001,MS,PC,0.0
2001,MS,SUN,0.0
2001,MS,HPS,0.0
2001,MS,GEO,0.0
2001,MS,ORW,0.0
2001,MS,OTH,4.371231532354871e-06
2001,MS,WOO,3.5383296341864794e-05
2001,MS,WWW,0.03354364118790693
2001,MS,WND,0.0
2001,MS,OOG,0.0
2001,MS,WOC,0.0
2001,MT,HYC,0.2655669007334638
2001,MT,COL,0.6893617560126564
2001,MT,DFO,1.1522393266601727e-05
2001,MT,NG,0.0011716583482970055
2001,MT,NUC,0.0
2001,MT,RFO,0.0
2001,MT,MLG,0.0
2001,MT,PC,0.02319200890976735
2001,MT,SUN,0.0
2001,MT,HPS,0.0
2001,MT,GEO,0.0
2001,MT,ORW,0.0
2001,MT,OTH,0.0
2001,MT,WOO,0.0
2001,MT,WWW,0.0038151829377201054
2001,MT,WND,0.0
2001,MT,OOG,0.0
2001,MT,WOC,0.016880970664829065
2001,NH,HYC,0.062273851470529606
2001,NH,COL,0.24350684729698083
2001,NH,DFO,0.0028702301150886605
2001,NH,NG,0.008048559226549288
2001,NH,NUC,0.552242320042763
2001,NH,RFO,0.035063767361362096
2001,NH,MLG,0.015999625101527266
2001,NH,PC,0.0
2001,NH,SUN,0.0
2001,NH,HPS,0.0
2001,NH,GEO,0.0
2001,NH,ORW,0.0
2001,NH,OTH,0.006872507248962006
2001,NH,WOO,0.0
2001,NH,WWW,0.07312229213623693
2001,NH,WND,0.0
2001,NH,OOG,0.0
2001,NH,WOC,0.0
2001,NJ,HYC,0.0002968779915181442
2001,NJ,COL,0.17398552974911344
2001,NJ,DFO,0.013510461691480019
2001,NJ,NG,0.23389436434746685
2001,NJ,NUC,0.5078086512115432
2001,NJ,RFO,0.012570207186884468
2001,NJ,MLG,0.023977698419713662
2001,NJ,PC,0.0
2001,NJ,SUN,0.0
2001,NJ,HPS,0.00869654256032434
2001,NJ,GEO,0.0
2001,NJ,ORW,0.00015606639548644755
2001,NJ,OTH,0.013967096951935553
2001,NJ,WOO,0.0002052224978804874
2001,NJ,WWW,0.0
2001,NJ,WND,0.0
2001,NJ,OOG,0.010931280996654406
2001,NJ,WOC,0.0
2001,ND,HYC,0.04012023619798636
2001,ND,COL,0.9561912566025212
2001,ND,DFO,0.001088990810165211
2001,ND,NG,8.073691262169486e-05
2001,ND,NUC,0.0
2001,ND,RFO,0.0004177134724715639
2001,ND,MLG,0.0
2001,ND,PC,0.0
2001,ND,SUN,0.0
2001,ND,HPS,0.0
2001,ND,GEO,0.0
2001,ND,ORW,0.00017458165931897953
2001,ND,OTH,0.0
2001,ND,WOO,0.0
2001,ND,WWW,0.0
2001,ND,WND,0.0
2001,ND,OOG,0.0019264843449147855
2001,ND,WOC,0.0
2001,OH,HYC,0.0036636887246179434
2001,OH,COL,0.8656574264642433
2001,OH,DFO,0.003226461411323787
2001,OH,NG,0.008377679508007654
2001,OH,NUC,0.11208638138803169
2001,OH,RFO,3.0841132381263767e-06
2001,OH,MLG,0.00020446705898779903
2001,OH,PC,0.0
2001,OH,SUN,0.0
2001,OH,HPS,0.0
2001,OH,GEO,0.0
2001,OH,ORW,0.0
2001,OH,OTH,0.0
2001,OH,WOO,1.858242434945827e-06
2001,OH,WWW,0.004314151724377308
2001,OH,WND,0.0
2001,OH,OOG,0.002464801364736545
2001,OH,WOC,0.0
2001,OR,HYC,0.6676086604810341
2001,OR,COL,0.09807700241455491
2001,OR,DFO,0.002410723737909869
2001,OR,NG,0.1987784378998935
2001,OR,NUC,0.0
2001,OR,RFO,0.0002661419663012116
2001,OR,MLG,0.0021305909243261537
