,State,Sector,m,b,Rsq,Std Error
327,Wyoming , industrial,0.17972822589613305,-355.50178664424044,0.893456534375224,0.01721358411921231
328,Wyoming , transportation,,,,
329,Wyoming , other,,,,
330,Pacific Contiguous , all sectors,0.012631005223064783,-13.117053987296117,0.021039944375855085,0.023896067191842982
331,Pacific Contiguous , residential,0.10161882414273858,-190.72290737770246,0.6536944691047403,0.02051373768637176
332,Pacific Contiguous , commercial,-0.023532371366190852,60.33145838637074,0.028998153050539835,0.03776755552640417
333,Pacific Contiguous , industrial,-0.08990810661349674,189.60093476484258,0.4400501853246695,0.02812876237487492
334,Pacific Contiguous , transportation,,,,
335,Pacific Contiguous , other,,,,
336,California , all sectors,0.010454125511321298,-6.331256685438731,0.007205276272787341,0.03403458387906897
337,California , residential,0.07925140357121532,-143.03950370978492,0.3101681849074742,0.032779948892412696
338,California , commercial,-0.062326381431016945,140.1555467408121,0.09903699265008582,0.05213807528065053
339,California , industrial,-0.022919695466980493,57.7019525272805,0.03310498546789231,0.034354222683299906
340,California , transportation,,,,
341,California , other,,,,
342,Oregon , all sectors,0.10309862440416115,-198.86212234530402,0.8385404239040131,0.012547323541081689
343,Oregon , residential,0.16185190668645483,-315.45743009867346,0.9106702099452759,0.01405930120827413
344,Oregon , commercial,0.092041241664578,-176.5043524396064,0.7088715109026924,0.016359475834218616
345,Oregon , industrial,0.02370606746643816,-41.7448450309155,0.37418995476220923,0.008502821120004545
346,Oregon , transportation,,,,
347,Oregon , other,,,,
348,Washington , all sectors,0.008254150445098972,-9.289806861936171,0.0841575104023204,0.007552046556393489
349,Washington , residential,0.10882863089568379,-210.11452838087192,0.9102088302001902,0.009480206166379046
350,Washington , commercial,0.05420230106898738,-101.02865985291939,0.71614143436563,0.009464499423112005
351,Washington , industrial,-0.1435167843892341,293.2278295498529,0.8884287648566878,0.014105738673256171
352,Washington , transportation,,,,
353,Washington , other,,,,
354,Pacific Noncontiguous , all sectors,0.8617040938841164,-1708.1463523226064,0.7222548362843855,0.14820556232486917
355,Pacific Noncontiguous , residential,0.8471173665805072,-1676.547892046161,0.7272464692081585,0.14388525439108113
356,Pacific Noncontiguous , commercial,0.7774771486372042,-1539.6251249350653,0.7495552828002318,0.12464362183227119
357,Pacific Noncontiguous , industrial,0.9957941792352972,-1978.9768306992885,0.6956613887160173,0.1826743138640966
358,Pacific Noncontiguous , transportation,,,,
359,Pacific Noncontiguous , other,,,,
360,Alaska , all sectors,0.3549199178046281,-697.0168366449271,0.8965000859963034,0.03344671910059629
361,Alaska , residential,0.3393497810860603,-663.8127420262676,0.8440395557048124,0.04045775023576127
362,Alaska , commercial,0.31683779547302365,-621.2221803214663,0.9118421785430766,0.02732347252665005
363,Alaska , industrial,0.5418231821550296,-1074.1962487008775,0.7404159054236272,0.0889789088962549
364,Alaska , transportation,,,,
365,Alaska , other,,,,
366,Hawaii , all sectors,1.2255378947596063,-2434.708891280887,0.682709735761162,0.23172099973438945
367,Hawaii , residential,1.2858303003611822,-2552.516877784946,0.6891992256727192,0.23948627838468958
368,Hawaii , commercial,1.2233796911244996,-2429.5820505622164,0.6809963847041297,0.23222821810651179
369,Hawaii , industrial,1.1961255631458148,-2378.8957139264944,0.6860517365473942,0.22441697523705076
370,Hawaii , transportation,,,,
371,Hawaii , other,,,,
